mod_id;mod_mo_id;mod_it_id;mod_qtity;mod_fromlocation;mod_tolocation
653;284;284;11430;2LGKO24T46Q46TE ;A8MKXHTLXAUV10R 
654;243;243;7410;FADKHPBBNKIP5XB ;5BIKOKQ76WA0OOL 
655;758;758;4096;DEKHFY4UWSLF03G ;YHZULR9V87CX6V9 
656;9957;9957;11828;PDQE42MC95W3KFN ;AD5GOM6QIED16SW 
657;1682;1682;4881;UDRS8WGG6JOO3WB ;PQWK1WWE1NBH7T0 
658;142;142;8765;4XZS6X8BS88A219 ;M1PBI4FBB9C6E8O 
659;346;346;554;4FLNCNCSWA8LDX8 ;A37FYP7DGRE1BPI 
660;557;557;4157;UCYMFV0W4F00N6E ;E2E52LQKBL9SKQZ 
661;1326;1326;12468;97JOBN8HL7WWPNX ;ZV64LLCXTCURQD0 
662;1575;1575;12042;0VGP3M19EOIWNC4 ;QNSBUIDPDM4DFFT 
663;9956;9956;5634;V3B6EJ164H18Y47 ;RL2FIE3TQGBQRZU 
664;1213;1213;3635;I5ZSQO1M6AAM5BT ;LN1WYOYGIHRZHYH 
665;50;50;2290;260MBRGGTALLLTA ;J3Z4BK3CKZLD7MX 
666;849;849;12906;G1EHCCZ61PZ39E1 ;R6SSDWS3NMX0M4C 
667;9518;9518;14254;NS5R3L5RPJYG2F1 ;ZW6NZQM0JPCZ2L8 
668;690;690;88;ZZ63XBWQ7UKMRC7 ;JD7A6P0NBWGPM2P 
669;1254;1254;13389;8TYSOI7UVNSTDI4 ;NUEAGAE1KR8OJT0 
670;183;183;8721;NM498XVCWEK91JZ ;D2H9X1K9VJB39WD 
671;1386;1386;10350;BJ79H9PGSB8AJ3C ;ZXC87YF9Y6QFHC3 
672;38;38;13178;QYY47X6BYLV9YXT ;VECKLGIL94EWYBR 
673;168;168;7570;NFHUBU3EXNGXOKS ;DROMHSUEN7BQB5S 
674;625;625;4483;1VJ2LU5ECVAWDFI ;GT8UKTUJEQY2JJA 
675;164;164;14627;HXM3LIDVVK7KG9N ;F21PNH12JXXD4RA 
676;318;318;11226;S283ERQSA3HGK70 ;CVF52W3KW57QTSV 
677;824;824;8025;5MFRYP7IHO60NKX ;XOB932VZS5AMVHE 
678;728;728;11751;8X3A7FFP6UTI1XA ;GUPO34KIYHSI9A9 
679;659;659;4830;JQFUTVF3VPLQKP5 ;2TGGG019ZGDXLGO 
680;2009;2009;5332;5E7N4P9Q6PK4VOH ;QKAZ360T3TAL9CP 
681;4684;4684;10794;DIHX539DHZFITP5 ;WJK20X6FSFONRNW 
682;458;458;9172;P4DNPNJUGPO4AB8 ;SDRP09NVTNDMPF0 
683;159;159;3941;70D187K24U55ARW ;QV01WMESDU6NID1 
684;775;775;7868;K2FQAUVPZMGFF52 ;WTSWL0HNWO8DKKP 
685;9544;9544;14608;Q7ATB39HKBIUIDJ ;F1WWMUL6YYB52ZD 
686;691;691;10565;T7J7WHXD4O2LR4M ;LWQWN32QED57D08 
687;1887;1887;14151;SYF3H35HTY6ZC06 ;4T8GH4U17MYMOBK 
688;252;252;7183;3SM8LUA8AXON0OQ ;ATSOTTPBZ5I8PES 
689;1367;1367;10668;OJ2KYG6Q12EXBX0 ;QI09QXYG2OO15F1 
690;66;66;4870;HGIYHEDYN6SKEIG ;T9WK8JZB4WHBMLC 
691;125;125;10109;8QASYMMMMW6IFCX ;T0V6AA5DUBL44O6 
692;236;236;8303;WK5K6RY954WSNLB ;3FFFH8O6IP4UFNU 
693;990;990;10543;M9PKN86VTVBK8UI ;CV74KVRI3IQXYU7 
694;184;184;1430;9GOUCVYGR1MTPUY ;PY765WCLBONL6BY 
695;214;214;11715;LMW5MCPNE9QAFE1 ;G4S9G2Y8OWCYHR8 
696;2593;2593;1778;MLJ7XG6QB9SMLC5 ;IO4HFNBGIMSV86C 
697;225;225;198;NULL;KJGT2XZNZZI8JD3 
698;1460;1460;2210;WBYLYCOWR0G25N0 ;GZ2I6GRTTBQU93Z 
699;412;412;2889;0C74BR24F5UDK32 ;KJDYAFLKOGIF42W 
700;1025;1025;13140;4RE4FFC9XMGX04L ;I8F83UL4RNZQ75E 
701;499;499;10753;9FM941N59T5SIAC ;Z1O00591DITQYBO 
702;205;205;10904;NULL;FLC0ORDQY97NFUD 
703;594;594;11642;XEYD9WXK0Y6OA54 ;1MF3DW4DZDUK0V5 
704;290;290;7742;K644GTX248VL9JR ;Y8BLSE78NX2QYML 
705;1133;1133;12144;ASZL57ECH186VZU ;5AOBVLDJGZ1AWSP 
706;1638;1638;4655;PU7B6774HV901BA ;3RP7JRQNF7FGUEE 
707;288;288;12768;7JDI6I5DRRMFKR7 ;SBFQ6UJDVS5TCWC 
708;9412;9412;6947;DRWFBFF3LV4AXEB ;8YN6WEZEJ1VO5XO 
709;6604;6604;7784;RSZBLCX6OUKFKRJ ;KOHKDZW97CBQMWA 
710;3493;3493;7870;O4M9FU5R4AXBEVF ;UL8VQ8GEC065YV7 
711;283;283;3802;GGOSSWJ1UQQGU0I ;NULL
712;895;895;8130;BELTS1RWM77AFMR ;329OESH82DZK28S 
713;1560;1560;3934;F7Z43RXSKKFO4OX ;QCUKPTBC838CSRA 
714;516;516;10222;S3ZZ9LKEPS5KO9M ;4DNJNM413ZSC8VC 
715;1533;1533;8363;YX1M1DQJHT87L2S ;NULL
716;9906;9906;3296;A3HBMSJTNKFBMC3 ;8JEL1N89QXFAK4F 
717;100;100;8100;Y8Q6NA2EDFIGDDS ;3NGOL8Z37SGP0Y3 
718;9818;9818;12766;07ALRAL5D7ZGYEX ;R539COAH5DTQ6TH 
719;5679;5679;4028;QX8DBLB012Y693G ;JI9LFNH0JBD86J9 
720;567;567;6725;RSBF2IJNMKSFALG ;T2JF16YECYJ8F9W 
721;300;300;13756;IDPF4EBEVAJOCEV ;AH6IPIX3N3P1B2A 
722;9588;9588;7070;RQO63I28ELQQSVQ ;41W4A2XCKV9G49K 
723;505;505;4421;MZOWD15DGWJRYUB ;EZYPCQ2B5FRXHW3 
724;510;510;8519;OINJXAVZBH0JOKL ;OX3ECS38JTYT8HZ 
725;9741;9741;13612;K42DQZWQLBP7ZA9 ;JFNB4K9DYLYUA0V 
726;475;475;2046;9I2986IC4OLV0LP ;SZR756XLWP6JS92 
727;3106;3106;2635;AJ7USYIPMXYLLO0 ;GDE19R63NQFRT8Y 
728;9813;9813;6139;8H95ICRDLQ81E0Q ;XA09PR8CI1EEEPL 
729;1259;1259;7768;MSWG3FQB0CNA7WQ ;IBEWMTE0SOJFR5R 
730;2542;2542;12848;OLNIBJDYRT82PGA ;RNLH8SYO51J7CRO 
731;1176;1176;11028;6ZZSRJWSQY55OG6 ;4P9IU1W3W0G18SL 
732;342;342;5815;ZSCTC7N2FYPA6OL ;ARMR44HPCPQKA7N 
733;9463;9463;8862;2048WYO4OUSDE89 ;ZLB1W9TPRHK8BXG 
734;928;928;6691;NJ3W3H9ZBWDTUML ;G7XL5WT08J54ABT 
735;661;661;9580;CL3OCXS0484HFAO ;CF1NHKF1YW0MJ8E 
736;1927;1927;14891;OEMNLPFLR4X0LV9 ;9D42A2W2RBSD3OF 
737;319;319;12531;8Q0T4LXQQ2SVCRJ ;OVVVVSVWRWM8W7G 
738;109;109;11200;864GZYGN5IW8ZSF ;4QVW6QF9JYV5R1X 
739;1377;1377;10725;Y28P9U23HWWJXK8 ;HKXNDIKHI8BDFN6 
740;2656;2656;9952;LWRFQT2A9DNMOPQ ;US8DTI9XGLBWWP4 
741;3415;3415;12797;NJX9JURD30Y21XQ ;YCQB9TMM6EEYF1U 
742;19;19;7203;9XM30ZI4ZXFV7FF ;NULL
743;1883;1883;14400;6YWDMZGR5EBQUZ9 ;SBBZTKHZB06R6NK 
744;1565;1565;2797;N2CQ2NYN1S9LEV6 ;3LF3WUA15L6F3AI 
745;347;347;1067;L6W31CYAHVYLOS9 ;RF4KE5WDVRZ9MVG 
746;2767;2767;1979;O3842OPJZ8CTPUC ;TMVULRZX19T7D1W 
747;4023;4023;4369;7N4N36BB4296PCY ;HRZQIZDYO275U1F 
748;480;480;320;J9WBN2LWHD3S04K ;5OLGFOU0G6J5BPZ 
749;2710;2710;8068;JOE1NLWIRXZZFIU ;VYRVVPZU8W5IJT2 
750;72;72;8419;93AFY1M5176Q2IB ;TJ1PGFLTWZ9CF8M 
751;4532;4532;8678;IMN0YXLXDEJQ2LH ;2DAW9KEFOR8IIBG 
752;956;956;2432;JGIXT5OH28ZFF5G ;3JBRN9DGCYYVFNE 
753;193;193;13183;MZHTVTOCHD2KIV3 ;96G5J6Q95M1P73A 
754;799;799;11164;Q77L0D6DY5YPY6I ;IN9WXVBS0UJBMIZ 
755;9604;9604;14385;YA433N3PS6FG33Z ;C78CVA3WT1M18N9 
756;287;287;3682;5JO7YU88S4UPVYE ;NCCSEI2EUN5PNEN 
757;2249;2249;6483;UUM7RZC33HTTYQA ;M0DZUYQ7JC2V9AK 
758;9214;9214;3123;5SKEHA931WBYSDU ;LAO956MT5UH75E9 
759;9;9;9130;S4L8HRE57L3G1E9 ;EZF7A9EOM591G65 
760;833;833;10097;U0J3EZTKLI6VODA ;3S4CQDGFDJT0HI2 
761;187;187;2020;NZ1T41CEDE7V6S2 ;2NH9UC2BVZN0XKD 
762;175;175;6628;M93SURFTA1NZLJH ;OX4D9WO1J0URGE7 
763;608;608;14179;BDT1DGXTN5PZRYD ;23ZSPWPQPTHQQFH 
764;896;896;9936;FJ9E9HVWK8J3EDS ;5UBJEOV5ZGQUIAU 
765;2687;2687;11843;WEJSZ196CA4O1F1 ;SJXULL9S8DNGFXA 
766;406;406;12988;NUJ1A3JUHWG5WUF ;I0LL3NPE7TS95U8 
767;1315;1315;14269;CV2DELTEA22ZC7U ;Y1Y6IN7JLIB00FQ 
768;9998;9998;12244;76FJTRKTUPA2K39 ;5NCHO9D4UIMST0M 
769;3307;3307;642;VUB6CNX205R71KH ;58IDZ4KVT20KBPE 
770;45;45;8473;1BYPEVGLA9JOART ;2Q4IIQQONTCZ0FQ 
771;62;62;5766;TJ4HVORJ9DJO0CS ;VXURXC202GOM9TT 
772;1057;1057;11900;70085J3ZEPV349R ;4UP2W4VEITQ6SLV 
773;9889;9889;2041;BKEHGZEDJEG1CRL ;BEODUNUPN3G123F 
774;2787;2787;9076;H9GAQK09G436SOF ;06U5PNOR2F94MW8 
775;9946;9946;8929;L9DFYBT8LMOR22N ;LABU5FAH00FSNTB 
776;363;363;6552;3YLVSHJQJ41CW8L ;EW5LQPONQWBEDP3 
777;323;323;7671;ZGG2E6Z6F8O3W96 ;V0GSSKOLVD5P8V4 
778;274;274;1623;HG2T2K73QMVT9HB ;3UQQRMPVMO483W3 
779;9755;9755;7451;1TRLLK8XZFFJTFU ;WOXNCJLT7KPDKYE 
780;540;540;0;XNUG6RSF9CCSA5W ;R2AJZCZ8AK64GFH 
781;257;257;11633;XB12ILSW74UN4OA ;AUSJYGWK8WI6WCB 
782;9410;9410;12678;RMVMMV691BC87GN ;9AG1LKAKPPDSCHD 
783;1313;1313;2314;JGMHESRCUY82W5A ;3Q2P5UVA6PA3TTC 
784;894;894;13072;220O99B14S168JP ;9IU5YFDQJ8U9338 
785;870;870;14350;G03N1SWZUJRON4C ;JR36ALIEE6VW97Q 
786;85;85;4169;1S65FZK94KDLRL4 ;DFITM7SNDB5W0M7 
787;973;973;8595;9HLW1MI961TPHNE ;HJJ2Q5NN0GRSKHG 
788;2002;2002;7632;F45GCJBHFUJGFA7 ;NULL
789;9798;9798;12699;FGF6JGUE9WYE5UR ;IYWOLE4BYFTYGLD 
790;1436;1436;7307;6D6MFNYP53G731T ;YTEQNN57RVT6GZ3 
791;9571;9571;5897;TKA188GY9Q7FLXB ;VTE1QIH3E83ACP7 
792;916;916;8407;21A23LTRHP0FZNA ;2ZUQ2QOUSPWPLYU 
793;1219;1219;9408;32KLKP8YW7COGI4 ;CX3M7C1GCBCFJVU 
794;74;74;2070;SV52RQS8QJKI70Z ;NE3G5CS44J91LRI 
795;4846;4846;627;GZCICQ0CSC6W84A ;D4YFLK7QYDERD9B 
796;1814;1814;0;LRN4I8GCABU05QQ ;UT16VETZ4YHO3ZU 
797;174;174;7932;8Q8H6LV1US9FKV0 ;SW1FWFG37CIRY1R 
798;2165;2165;6168;8LWFDU37J071V06 ;8B7RPBKZAZBN2JN 
799;3404;3404;8025;LAOHWTS0VL9PZ0R ;JTZH7V0FDYZIW10 
800;53;53;4463;B9RJTAIDN0X5DU6 ;7LFRS2VHC24X3T0 
801;1107;1107;5955;M6U97IPFTWJRLD8 ;PJ852AOCBRERC23 
802;641;641;3079;8SPM8N8ASAUVVMM ;Z8GG3W6GYH45R2B 
803;125;125;2710;EE3S6I7SJCQXQQS ;XBSDSU1XX3F1N35 
804;782;782;7125;SEXL5KMZXJHWOUJ ;ZVYVCJKTCS7K5JL 
805;9696;9696;14678;9ID69GCQKX2VWBJ ;FVT09QF47JJZG5S 
806;997;997;14596;HK3HP1VUS4UN0A3 ;CU6V4F6EQZ00NGR 
807;1331;1331;2652;SJN7DMZB2607HQ2 ;H7LS9408FTOT0LC 
808;135;135;11778;NULL;ZD7ADQ3ZOFAAPFH 
809;1628;1628;391;ZEF3Q2H7MID5LOP ;R5I9K0K8TXFBRDD 
810;5611;5611;4106;TD3DNBPVLREI1OC ;MT099H0R3L4UTQI 
811;1545;1545;2234;27NMV0YQ2GLU9UQ ;CY1V23NZSYGGAS8 
812;482;482;7832;HQE3NPZNPJIZOY6 ;24NWE7GA4Q5YVQE 
813;1394;1394;11012;6B2D13ETFCA7QUM ;EFYSBI2J61HB0KH 
814;9479;9479;4859;101AA8FD8ZWBHZ2 ;CTRO3ML4HRRCXO3 
815;1489;1489;10672;9MOXRCCDCKNAERW ;JD1VTFZJ24QDQ5A 
816;3272;3272;12497;XSYNXVOXVP4162B ;9VL2YPZRTUAJQPL 
817;299;299;12420;A6Y46OYOONYPK4Y ;XERMJMHXU8MZV8E 
818;3062;3062;14706;22DP0E6DYQ128A7 ;H832213TE91Z4FT 
819;9819;9819;8557;97Z7TSN9T9Z9XYC ;I8FBDNZMDO7Q30W 
820;1450;1450;14830;QOY4OMFV0K6FMWG ;GY2IMJEVAX89KHS 
821;933;933;5767;GOGD5RMAE4VQFXG ;E9GMS2YT8GOETDQ 
822;7028;7028;3247;EABJC3LMR379M8N ;DHJ6CAQYUK0GFQ2 
823;1673;1673;5355;TLT8IYMZ1OPKQOG ;VSBUJ9SDZ8A5V01 
824;76;76;1570;471BLW1C3TM1JDN ;7UV2YM24IIS81ID 
825;378;378;4937;GZXT37GFOBIND1W ;DSI02VT4P5630K3 
826;490;490;9746;N45F6BBXKG5OCKG ;I38LUZY9Q7B1GJC 
827;952;952;65;0J3RRMZWQLM9DDZ ;VRR3H1VB0RDSFY3 
828;469;469;11359;XJEF78Z5NZ9M2S2 ;EYPX9SNDT99UKSN 
829;797;797;9830;VUNTX4B049OKO1J ;TP88T0CH8XK3M5U 
830;1957;1957;1413;H3QT60FRKY3RDCT ;3DNITE724D98R0Q 
831;2494;2494;1144;JIEJQ54S8DAYJEG ;38ZPPV4DM8PC7KR 
832;9692;9692;2760;F25Z19XUEV9Z1JN ;FHR755BEI63FR4Q 
833;1302;1302;13528;FR16N0GBYYLTQH7 ;6CZD643889VLPUU 
834;508;508;3207;HHCA7UW9LJ4UW4R ;MLT98J3YWL7JRPM 
835;88;88;10669;PIJSDAYFLT03O44 ;IH6VKEHAEJZV9QO 
836;9828;9828;4371;N4HJ7DKLUSK3WMF ;BJT6AGZM91GKWJG 
837;3674;3674;8922;6W37XES7JWOETTL ;MD28OY073IVPK7O 
838;752;752;5552;F66SM7HCYYYKPVI ;WK77WG72IJMIXXE 
839;9799;9799;2636;D6WR1W08BA0AO5R ;2G8VOFYCJL3SK92 
840;90;90;13476;64NPFN7ZER9ZG7I ;DANBB9L66ZQ4CHA 
841;98;98;11698;EO1NXUFJ6XGC77N ;41N3YSIGMVOBDEI 
842;1119;1119;7391;7XEL7SKPZWC9N1S ;HK5N92ITU2POPUZ 
843;730;730;8204;SCW0443CO4JH7UR ;BWOIMY3KS6PGKAT 
844;1266;1266;3525;3GSISWGL4BN0H5W ;HHMSBMW1JU9W3TR 
845;1327;1327;10464;5CKVBNN2U2W292I ;VM0GQZMJGKU2C18 
846;7954;7954;14475;556699BVVAVTG2U ;8X7777QOZMZSO7H 
847;575;575;9885;8DCVAWWFSPOQ0EB ;FXLX9D1HV3CQSUP 
848;2224;2224;3547;TIVCZPWV0O00RUM ;LPN5MJKNWCG30UU 
849;680;680;13736;7DUVPMU98QDJLKV ;3WMEGAAUVPC4VZV 
850;368;368;4574;ZT0Y7IJJHHULVVN ;XH6ZJBCVDX1XXXH 
851;465;465;3208;3WJMJGC6NL38BCA ;83NW8A1AETAX7GS 
852;723;723;8226;TI1YUNKPUBE8S9D ;GA6INUORJQ1I9CW 
853;219;219;12612;2FGO18XJHTALEB7 ;7BVRBZXNGWLQ1FO 
854;2127;2127;8195;7ERDUP3FBUS813E ;44HMRZDDFVCH9I0 
855;68;68;0;8Q5WWLELLHG0DYA ;WCPVK0LGDJ2Q9YQ 
856;2299;2299;13697;391DH0IDB0C7FPH ;23D5VA68YHCFNFE 
857;408;408;2707;FVDO5B8L05RC831 ;VJTOPSD3I088WM4 
858;902;902;12725;J94S20W78SKV865 ;58F54V6M6HX2O5T 
859;2627;2627;1140;02LHLLDS0FDC854 ;44VQ42E9QAMU1XB 
860;3060;3060;2188;YZN5KOBEZ5GDQDD ;DVAE08S0C7H8VAF 
861;9948;9948;4932;ZVC6IKSYWBSMMKY ;7A3SREC3U5FU8BL 
862;311;311;14531;NCW8J0BCQ6IF502 ;5LPSVEXVBUDXL5D 
863;172;172;6293;2KCDTYQE7P98VPR ;UANQTJKZJ7KUTYS 
864;823;823;1948;7DPEG5AZJZFB2DT ;L73ALNHTD7GX0FI 
865;9955;9955;13979;95K28L9OMH1TQ3G ;SZ0YOUFM0Q8OT22 
866;371;371;2962;E38RAN6X9CTTJEC ;1CBD23U7STDL3NY 
867;136;136;14475;WCYQ5P6L30SZ4G8 ;OW2UYUCRSHAVETZ 
868;1333;1333;9305;JDXY41MLYMSVRG5 ;52WN35LP5S5UHTI 
869;3732;3732;7804;56XD4PVPWMO9V7T ;R4ZX07F60JKLSYT 
870;18;18;9191;3D95HDPVQCRIWAT ;U3G0RB0JADP5PH9 
871;2429;2429;6301;VKTXJVCTI71IDCQ ;YX49T29YNPMKK0W 
872;1091;1091;3574;TZSE6ZQRH2NRXCT ;Z50EDILG4FMNIAG 
873;9980;9980;6867;T1DBDV980GN9B7I ;AMNVUJ5RTHD1OGZ 
874;6824;6824;12069;M0PWIEGVU2GH8KW ;GI5JHVLFBN5EGMF 
875;953;953;10081;EFPBZEEYQJEQCGF ;839YD0BG09KV5JR 
876;199;199;3132;J94XNW3EKIHBFS0 ;GC6Z5X1E17K6DRA 
877;523;523;13376;JHUWH6E8LQ6Y0PI ;20SK61XG7OJ8BPA 
878;492;492;10044;M6XYFYHIBBRGX2I ;WHY3GG7B2VX5F42 
879;386;386;1829;JX6VMJSDUWBWQ5D ;YDT5R6HFFPSGET2 
880;1174;1174;6106;Z4O8U11LZCK6EYA ;WSAWT6QLSHIA3R0 
881;582;582;5462;78F2JNQ3EJ4IMKR ;MA9XV50P0IOQNRX 
882;2545;2545;14861;XWHTEA3HWLVAYLY ;SL8NU6FRN7C9O6B 
883;1156;1156;11518;LSOIQABBDLTBWIY ;PQT3J5FRSKVAIZX 
884;1441;1441;12624;KD9IGH4X4X6XSG4 ;JAHHID7GVIAOSQ1 
885;1228;1228;5256;K8WUV9GMK5GSGSL ;701XXUON5HVAA48 
886;1472;1472;13206;MGPLBGF4NRDS4DJ ;9BQDOT5BID71URY 
887;212;212;7918;H0QOL4JAXNXB1CG ;I13HX03PLUB1IX5 
888;613;613;5149;CSBCRIH4SS64WNI ;9MEH0N5DVQFJMNS 
889;1502;1502;5332;MJBF1WSHWEOOI42 ;ITR91RQ970SUH3T 
890;239;239;4511;A0GC264YJMVSYFE ;8HR8DH1UVPL7KJ3 
891;593;593;7961;5RPH01AFZUFCUSL ;1XJO6VPIW59ZVBV 
892;522;522;6647;QUTV654FEDWF1ZI ;WUB5VK10SWEC5IO 
893;1371;1371;7781;0EJQEKB9P1C8RS3 ;XUTKJ4ECR9B881Z 
894;912;912;3364;0624LJ2ZNA2N4VE ;TTAQ8Y2GWJW9HDC 
895;153;153;12705;BXCG9UA5IK55TWN ;GL21HB8SGYDL8TS 
896;9721;9721;13946;95FUXEWGBK34HN4 ;XTIC7YFZRCO084V 
897;1131;1131;5404;NCWTGNH5WWL1DX5 ;XYRNZX2HKI9ALG8 
898;958;958;5443;MGDYGJ2X1V4OR5O ;Q5CNU06H5395N8K 
899;20;20;9226;FBHGZU6MOAY0SU3 ;2YOA15RZR0RPO5D 
900;44;44;563;ECH1A6E39ZRLITE ;4L92S8KWS9HWOXU 
901;4;4;10990;8QM2FOSSARA6L24 ;YY7MRX1LDCWT8GT 
902;1666;1666;5170;RP9EONK8WD7Z2L3 ;PY01ZHJUESISNVB 
903;9475;9475;2081;V7R180YQKPQIV8I ;5FRQYRJ6KNOGBQN 
904;2556;2556;9357;VLTTJZ2L5D52HTP ;GH7PWTCGFC7ZF8Y 
905;2388;2388;7435;OFAEA2XRRJTYW2C ;NULL
906;1985;1985;999;V03HRABV46VVUW8 ;02OSP21XFTHBS2I 
907;292;292;11341;01UGY4WSN11064P ;46B6OMWC3ABLJJR 
908;924;924;11157;0H6HP7XD3E9472W ;P6F92VMEF9A3B0N 
909;3708;3708;2530;A1XU7WQR3BUP8BP ;TJU8XRUE5BPEQGE 
910;717;717;5063;HSUDPR2S4GDJUSL ;25MMN9M9KXREBT0 
911;2579;2579;321;55Q46UV4RFDDD74 ;MZSZOJDXB03Q57N 
912;9219;9219;7664;P9ME8I6IZ5QRI6W ;VE16E0OJXLN00F2 
913;407;407;10895;PAK2LKTMXQL9EOF ;AMRRNE6JRPBM6V3 
914;9823;9823;10035;BLUL56CNZ74144L ;9RJWSUOMB823VDW 
915;810;810;11726;J2O3N174F0HHXW4 ;XRGJFWBG8IEOP1D 
916;281;281;5072;QTFXBA5IXX3DGSI ;IAQ8W6JFY5GFB2N 
917;568;568;3013;40QB0B99EQ65PUP ;SFOEEKXDG2OAGZW 
918;930;930;8670;2TBAPO98W55QYTN ;U0LLNNZR80L9GV5 
919;313;313;11693;HOCW6SAEK5JL40T ;U0V9CZMXCCSTI8Z 
920;1359;1359;772;70AMH73GRIFV5JB ;96KAH2Q5GX6EZOX 
921;1082;1082;10045;2JN0HTWAIWQJ5N3 ;XIGF3MWVDN8AV59 
922;376;376;9325;B2JYJ159LW5ODF8 ;1M09AUOS9QTFS8Y 
923;1453;1453;3972;UYJKDTLD303KHJB ;F7WZSJVMAPWTTGA 
924;1906;1906;3293;EJJ30C11EDFLO8X ;N7CCNOA3UN6DTH2 
925;425;425;1230;OPP64JIIH5VIXKS ;PKVN9A6HREZLXUY 
926;9687;9687;14654;K19TW50HXI6ZDZP ;GJRLVL1QXS54DIS 
927;445;445;10794;31WRT5ZV01LUGI3 ;MR48KM0D1VL8OP5 
928;9777;9777;3503;LD0MY36IP89MCJ4 ;OCWAPH93J4QH413 
929;312;312;14365;G1FWN07F2ESUJ50 ;M6Y5PQ9TIEK00S1 
930;113;113;11136;EBE0Y2VZUD2LVDI ;N5F1LI34I1PFVJ8 
931;2786;2786;12729;W3EF277K5KKKABZ ;RCMIQZAY33RBX83 
932;994;994;7932;7U7154JD5F19YMJ ;3ITZL2O33TNN0TY 
933;520;520;818;WBYGQLB64TUEHBP ;5K9N5JHNUHXHRR7 
934;9829;9829;1266;EHE15GCSJ0AM5YM ;YYCCP9DOOJEWCMX 
935;828;828;10117;0VNYDITMI0XB95W ;5S6DZFLJ164446C 
936;141;141;292;QJUG8IJFZ5XQAO1 ;MDP2HL9W6KZM4KB 
937;181;181;12780;7BDLNQ4WORI4J0J ;JOCYLTAJCSBI49J 
938;702;702;2161;4GWM35BIC8Z8K3B ;62AYWUSJIA6EFYF 
939;1668;1668;5188;ZR4YSA6ZEXSG0EW ;VWLGTDQS36QOAQR 
940;125;125;4257;MJLTSF21ZV9FQWB ;1HF19CBOWSGBNW3 
941;536;536;1864;GO5SWKLTAW75DVI ;DTN8O3OTCIVQ439 
942;1989;1989;11762;C1L1HH1KO2YX1Q8 ;NULL
943;1588;1588;2618;L7ZB9411XSJV7WO ;I9DYID7IKWK0WF5 
944;429;429;268;CC3PAA3YNK3UMOS ;3BBG3J9XTMPRHLJ 
945;843;843;4189;NPJ6V6N8ZK3OY5C ;JOSEJ5V0M4NRJNW 
946;1592;1592;297;DUKONJ7B31OO07F ;CONSRSOY0F5WNF1 
947;9759;9759;10753;0Z8ICI86PVQQ6E0 ;DQG7MQNYGBUYWHE 
948;463;463;12747;8BHS43W4H82UIY7 ;QTETYQ1R0UD30ZD 
949;9584;9584;6638;4UOZXTFULDZSSG4 ;3NDS6OAM0PCGYP2 
950;6267;6267;7633;06GPQN4W2304FEN ;1Z5T071MPP7SCKY 
951;9341;9341;10933;NXLBP1JEWM6Q34B ;YMU83MY1ISS9ELS 
952;1248;1248;11734;3DTBHH2HQRWTSAE ;RV20TJ6VMR2GHI9 
953;685;685;8751;Q84VUTZZM1T3GDS ;QVIBVUEE14A7ES8 
954;1701;1701;8453;SZ12LC86V4LX4QL ;XW0HHXMEGYLCJHK 
955;3968;3968;5518;700UZG6AETOGOY1 ;JCII2GFWHNYP8ZH 
956;9523;9523;1664;ZX0T9CKD0XZQ71U ;IYJKHSYT83VW81V 
957;1217;1217;1197;F7WFDXYCTQOSNSI ;K9O2AQ1GG40UYX6 
958;2385;2385;13788;28Y7PSCUFMU2GF2 ;HSULYZJREO9YKJO 
959;534;534;8126;YS0G2LZ1ZO0JOSQ ;NULL
960;1898;1898;7781;F2OY2N6NV10Q3WV ;SF4YAEJRW23CR3U 
961;1458;1458;5206;NBTVS2UH9X70ST6 ;XEEG7ALKQWNLH3W 
962;595;595;7837;WNMER4AALDK0K8Y ;GK1JT76282OVV7Z 
963;663;663;11793;TMVDZUFD76P5G6V ;UY16477ITJ8EQYA 
964;1138;1138;6395;UEUF9HMJ0JAEHUW ;65W72AHQ8B74LQP 
965;1306;1306;7335;Z475XTN2796KE5U ;XDQJ1PT8CJQ9YRC 
966;373;373;7389;IH56EITB0BCGJ0V ;SVPPAS8JGAXS02W 
967;1961;1961;6846;AO5BYP51QR70B14 ;UPHD7QRGCOUIK8R 
968;1071;1071;9628;OVWZOPNHBW5LH6I ;ZXCQ0Z84463RS08 
969;1336;1336;14918;DSAQZIGTC4FMAS0 ;MMF9AY3138DMYQZ 
970;357;357;11434;6GRO3WPK1OZ2JJK ;JGS2Q62VGC80N0O 
971;9716;9716;7293;90NIQEW5F3NJ906 ;FJVXSH61TBMSLM6 
972;117;117;851;V7F0FU4H3QPAJE9 ;7U7B75KGKJSXP3D 
973;9337;9337;3482;KVCA4H7SJL8Z85A ;K16EU2F1AR9EJA9 
974;451;451;7435;HG6C4J5EW6E0OLM ;6USSSC3AZFC9P8B 
975;13;13;13908;UTZDNWEEZMGTL48 ;XJ7KFRK5F61GW5W 
976;800;800;13283;FPS37XP0QYEX274 ;AXRVALA7XWEEP6B 
977;853;853;6707;Y85F5WCL1SCH2BS ;FJH02PFE9NDLBND 
978;259;259;3703;YGKYSJTW4YNPHHB ;I2YSHGFC80MID5F 
979;1474;1474;14104;HIUDYSTJD71FL7Y ;UZ0DOW8KHCLM8PV 
980;2451;2451;933;5MZMM55FE9A69N4 ;IKWN7JKY34R13X1 
981;9309;9309;3901;GJZJHFT5N1LLHDB ;73RCM06LUEA4VT4 
