it_id;it_ca_id;it_lo_id;it_serialnumber;it_code;it_barcode;it_expirydate;it_description;it_manufacturer;it_price;it_qtity
1051;1841;1841;23947;OMXDHEY6BNCU9KR1QTT4 ;291006023;2012-02-20 00:05;quad vantis. in ;USKX5EB2TM9YX7 ;1984102341;1072
1052;1955;1955;68444;ZSF4BU133I0EC1PYCGD1 ;206482198;2014-07-08 10:48;novum quoque homo, ;09YBF4W44FWTO4Y ;9909938346;6516
1053;672;672;23429;QE2B6BQSDV0FNOTI96KW ;945561324;2013-09-03 16:20;fecundio, habitatio quad regit, ;FOTWBM30F8KXIE74K3176V5LY ;1068095447;226
1054;1925;1925;84711;74BFWI22DCF368DDT4IA ;492247654;2010-10-17 15:37;estum. estum. et manifestum quad ;GH8LNYVLU94BCD ;6018849744;8291
1055;451;451;85886;PM0ZOCVF2AS4MJ9QWASO ;737088796;2015-01-12 20:22;parte pars Sed quad novum e ;XV7JZLQ8S8L2QVJJ7XN6MRU ;0;7795
1056;1891;1891;61238;ZIKCHGG5G12LTHIBF766 ;400848464;2008-11-19 07:06;Et Id travissimantor ;M1XKXZ9QN28ZX1Y3 ;4828456801;589
1057;1173;1173;54077;B2MYKP3MWUPMKQ4FN7WF ;377493839;2015-05-06 00:02;quad gravis glavans ;8GD2V4QAQWDP7J ;7661085505;6685
1058;2044;2044;19425;M8QIS1RFG2MH2OFXDXQC ;654776646;2015-11-09 17:32;esset novum e et apparens ;1LXXO6BTYUEOMJL6ZJGDBHJ ;9083116869;6348
1059;1464;1464;60852;J7CZ8RDVS09RCPUWFROC ;436754848;2008-04-30 02:19;quartu gravis e ;X6962V0FI2YC41 ;1699073355;6817
1060;96;96;81285;GR25H1OI9A52S20DJJAD ;391589520;2010-03-06 14:02;trepicandor Longam, si quo ;KXME7GF3Q4QE6R6TK26 ;5546586637;3896
1061;1722;1722;27297;N1DQQZL1X520A3FAURQP ;39518530;2011-06-03 20:52;e Pro fecit, nomen ;HW4Q2TY6JL92Y5VGO2BAH2J1B ;1394455468;6006
1062;881;881;58556;JQ3OJMTIW7EYNSPPER13 ;199649109;2007-12-04 05:45;non egreddior quo, ;UOC8D9Y1WNSVBDI9K4 ;1599514243;3391
1063;1978;1978;10609;B432IZL3PSJO64B917DR ;445476398;2013-07-02 16:29;et et e in fecit. ;OG0VP5HRWIFD ;1972795542;1582
1064;125;125;66952;NULL;34070316;2009-09-12 08:59;pladior imaginator Longam, novum ;FLZATA804X88OSRYS8IE6N1T ;1080825641;1926
1065;270;270;61945;1XO1MAPLFZOLW7L0L0M8 ;853044040;2008-07-04 01:37;et Sed brevens, habitatio plorum ;NULL;2823436727;7663
1066;1706;1706;76875;7FUAHOEFDJOCXA6E0WPV ;843515858;2008-07-08 22:42;plorum quad dolorum plorum ;M3WI1IHAPGQE7 ;1796809125;2735
1067;564;564;41116;ASV2AXQ9F6QJ3UIUR5MB ;464177588;2007-01-16 05:31;dolorum imaginator Versus ;9WVJISN1CPS4AXYWRJ ;1035397135;2145
1068;356;356;71333;2G09YWELK4XCWWMZ76RN ;504269059;2011-07-04 04:19;transit. estum. ;I66CI2ERXYC1KKS8HB3I14L ;6143053205;9700
1069;100;100;7192;XCXTTGOK9R3KC8CUTB0C ;688006089;2011-12-10 17:52;in parte quo quartu glavans glavans ;6PX8KCSP68O92 ;1991429825;2209
1070;1520;1520;36463;U2S66XWVJYUN0432G4GQ ;272112013;2010-09-14 13:15;quad gravis imaginator egreddior ;DH40Q20O8JIOGLN1 ;1999137901;6042
1071;1395;1395;31377;BDUSKOA4DVRBG2A5MNIS ;816627908;2007-08-19 07:15;non vantis. quis quoque ut apparens ;DLF5S467L6MVBWJ5XYME0EIR ;1279593625;3226
1072;794;794;64556;PS8WC38SD6JMOJPYDM8L ;526575741;2009-12-05 04:39;et Pro et pars ut Et ;GEQVV7253ANNEKDYT4 ;1487690436;1147
1073;1455;1455;4027;533CJ2TWTHXXALKMW8L1 ;769708721;2005-04-05 23:08;Longam, Id quartu in ;DTXNYJJM1N3 ;70315092;9626
1074;1638;1638;22773;0O7PSIK79096YJP4JS1F ;882245217;2007-07-14 07:07;linguens pladior fecundio, ;3ONCQFBQYK ;5366381437;2780
1075;1950;1950;57403;KPLODX5BGDNKF5EWNQJ8 ;690760174;2005-05-16 13:52;funem. gravis Pro e ;7LVHIE9F79LDOJ ;15748527;6223
1076;1772;1772;67758;JGNRC1UICFJMGGZL1FKF ;450292285;2013-06-11 17:25;glavans e Sed Tam brevens, pars Et ;RCBK0I0BJZQ7N ;1006252165;9963
1077;1626;1626;30337;SMMMJEA7W2H6508XW1VA ;69436030;2010-08-19 07:09;cognitio, vobis quartu plorum ;IEXT3P23118S7WPHA ;1014531825;5996
1078;1417;1417;65139;3Y4XZPFALBYTURT15TNK ;256947610;2008-06-10 03:49;gravis quorum Tam quoque ;TYOYEDJ879 ;1820171988;4434
1079;61;61;71934;GD2GAFQO4DO52OOHOJPU ;698592893;2005-03-12 21:24;eggredior. Longam, ;IR6MXPVOJLUOOBAC8A3L ;1087164494;1355
1080;1014;1014;85762;AQICB8EWR78QINL1HP9P ;246219953;2010-09-14 10:22;Pro quad non quorum ;OREOUJZJAUHSQI926A7UTQDY9 ;1077764063;5678
1081;670;670;56079;HX9OS35JH9YPD5MJ3Y7B ;987128907;2007-02-24 05:52;bono in Multum rarendum parte quad ;N41AX3OATZRX36V49QCWXT0A2 ;1450184797;5292
1082;920;920;4558;C5GEJ02F6UG5ATS9OJ59 ;607571845;2007-10-09 02:06;quad transit. nomen Versus ;WQ8YDFETVVIZXD4GO9A871ZPG ;6930509697;1228
1083;1742;1742;78571;AY905IYIEQ2DU4ST9822 ;800898937;2011-07-03 21:44;quoque plurissimum nomen Id et Et ;MD2U4Q7W6X1VMBJ ;8566346722;7316
1084;658;658;52852;AEIK2CUAFE12F276EDI3 ;717118262;2012-05-29 05:09;quo, essit. volcans Versus Sed ;A0LASYSG4QZUTVRJHQT0R ;7702645849;6067
1085;1491;1491;83367;S4DRGO0FEA368ZJRG254 ;372152615;2014-11-24 16:05;vantis. Et quartu apparens dolorum ;QSR167FTNZOXQZ36TNLLPDQD2 ;1855162126;4862
1086;1939;1939;86737;YB0BE1KMVUJY6IA4SMOT ;;2011-02-12 19:32;Quad gravis sed pladior linguens ;6IDVHII89TIRSK1A205V4 ;1898895539;4021
1087;1740;1740;99532;04XW73NFYBDZOTSCG1MF ;150318882;2013-09-07 18:44;plorum in eudis homo, Tam transit. ;FAX6F5BC1EYV1 ;8745443806;3585
1088;1487;1487;22215;JGJ71H8MNFHAEX73F7YW ;952244263;2015-06-07 04:21;gravis fecit, e ;FSH6FIQAO2V ;1358561591;9391
1089;1744;1744;60481;XJ6ZIOIRCL1D0HOEO6ME ;811460883;2007-01-04 14:18;Versus eggredior. ;KFBQ766E23YB3DWWR3TWJ4U9I ;1374498202;3976
1090;1662;1662;19388;AVWO9VK91UNIMLWD7JSQ ;288741149;2013-05-09 17:34;Et et quad novum ;GM14MUBFKW ;1858092935;3088
1091;1162;1162;43727;BUFXDGJOQ1CIEMNAB8SX ;44818496;2008-01-18 15:02;vantis. ut vantis. ;A7RPMTCU632LTIK8YGFK177QJ ;5988764198;7498
1092;426;426;94048;BREUEVR1GMTOXZ1GRWF1 ;997519456;2013-02-17 21:14;fecundio, sed Quad ;NULL;2244592096;7554
1093;1419;1419;32033;ASB07Z82WA0SCZ312YKS ;94410658;2008-01-01 15:29;parte dolorum quo trepicandor ;YG3ZOS0VGV17XBIFCWE1 ;1266329866;5910
1094;1707;1707;6880;AEJTHNMTKCCWX0Y2U7WI ;377194622;2006-02-09 10:10;glavans trepicandor et ;L1LCY5B03Z159VWR6F9LY2 ;1609916943;3142
1095;2049;2049;89572;KCSVKZYFOXU9X0ER7QBL ;682272135;2012-07-25 14:56;fecundio, parte ;7RJ42MVACI5CEH ;3095330867;2932
1096;498;498;71198;CYNWFZ4Y8RO9PP2QXWNO ;757911906;2012-11-05 00:18;non Longam, vobis pars ;PMOUDV01OFMN5H4 ;1727197555;3938
1097;1557;1557;60401;VEIN00JBMHKXP8D4Z40T ;291471256;2006-06-27 18:45;fecit, trepicandor ;8JCEKF19E8PPN3IHAJ ;1061297149;6740
1098;2008;2008;42125;G6607AC09TOXUGJ59FYK ;312841726;1971-01-01 00:00;non ut novum et ;MW3OS6QVOGYPT7 ;1221954258;2520
1099;1637;1637;97637;L94CZHOMYRNVWE8BNSP7 ;929458079;2005-07-25 13:43;Pro novum non eudis ;WT222ALFG56BDKX4DMSHJ4VJ ;3816674195;3500
1100;5;5;76303;DNWZURTYQO18UVW2N7SN ;555157685;2013-03-24 20:19;fecundio, glavans novum imaginator ;UJCSFIVHK6PE7GE1GNJMVC ;1373805693;7132
1101;1450;1450;62126;B202Y2BTMN8DC7M7C5QU ;57805295;2012-06-23 05:10;funem. Et Quad esset Quad ;RBK21QIRYIU8Q8M0MBTSD ;574407276;325
1102;1631;1631;3316;72LM2IC9ZKXJW2KVXWPI ;463829978;2005-05-29 15:37;plorum Longam, plorum bono ;P65DG2HBXCH9LHVFUR2FQW ;1520383853;975
1103;1993;1993;50463;41SVIN9UB22SR3ZEFWJZ ;145717612;2015-07-13 11:24;plorum Quad Id Tam novum quo et ;8OSUMWA1JXILDXNAFAML ;1161370004;5476
1104;2042;2042;56467;M3BTG51BE81CI31TRJU2 ;587083513;1971-01-01 00:00;quad novum Multum ;QHM556G2QYHTTXPN8V ;4957542683;3181
1105;1897;1897;13301;NHUR4YLHI05JLHYG21H7 ;502948179;2011-04-10 13:34;quo nomen esset ;MBXB3VII6HM54BVH65O ;3008182469;5480
1106;1089;1089;56663;WU0G8ZYLOCOW4YLG1B7G ;889645996;2010-06-11 00:04;vantis. dolorum esset ;QTYTZ1SKZYM6E7Y6S6 ;2739152565;9925
1107;687;687;91531;W8VSXM2CPICUWRNUBWZM ;816845930;2012-06-04 01:23;funem. et parte ;9MNAL3TDIYFIHKEOS ;1280951421;6891
1108;541;541;58037;TOHMGID00QAROZM4NBCV ;374731263;2007-03-18 19:25;imaginator essit. gravis ;4C13XI7UFQWDOP0LEU2J ;4543556908;7446
1109;1832;1832;61244;ZUB277XMQF8TY3JE6G4P ;581686815;2014-04-04 11:40;quorum gravis fecit, ;P5N9MKG4M0I5UOTI6P42 ;910610177;2067
1110;1795;1795;29470;PR238R1PNKMRNUU5K9AF ;364013335;2011-02-22 09:12;Tam Tam nomen non ;O2H59QHW5JM9ZF ;1595632809;7832
1111;1383;1383;40105;9B2XPW2QHV85WA29ZYGW ;987020422;2010-06-04 01:44;e pars vantis. Versus ;ETBYRQTQD7U07385XGM126 ;1468313855;4593
1112;1966;1966;79657;3VL2A9P9M6TAYGGZ5IUZ ;335469009;2006-08-04 02:57;apparens plorum linguens ;CUY8HGWWV9M3CD6B0VC3XFPA ;5840913516;2250
1113;81;81;31430;6ODLQJRWKBUJG5GGUENC ;678757335;2014-04-01 23:56;quad ut et Id plorum essit. et si ;XEOSCE47PZ3SI ;1821147193;4993
1114;930;930;38653;UPEVXUM9TFLXYW68HKPX ;780527103;2011-11-26 20:12;pars Et gravum quad ;AHBZRKZVRR5M5Q36X5NF ;1591296948;1138
1115;455;455;183;1VZRIAZIB36MHBZYPTP4 ;168189103;2015-08-30 20:08;sed volcans Sed ;183IVIWNE3IHJ2LMG ;1104473867;8605
1116;1834;1834;51129;QV8LH898CUYF4SUF3FJM ;333721995;2013-08-15 15:57;gravis apparens et plorum Versus ;QS1NWMQ8D4 ;7014044983;4777
1117;1807;1807;95206;IBFBGK79SRZSQAZR501Q ;616364201;2008-01-12 08:09;quo manifestum vantis. quo nomen ;1Y42R897GW238COM4 ;1303316752;6075
1118;691;691;11301;Y986DI5JLD5IU8JTA1N2 ;897169969;2008-08-26 18:46;et plorum regit, ;NHKH7XNHDBHSM4R4 ;1965092896;5516
1119;1280;1280;29844;K3YMDIUOYEIWHK264212 ;639354432;2012-06-01 08:01;habitatio quis si quorum ;4EFRTCEZ2NOTB80LMQNY ;1225663515;7064
1120;2092;2092;78619;6DUAV2GXVZDNAD5AK00A ;824710945;2006-02-04 11:19;quad estis si Id in ;R7FAVXQN9YB3ZJ8P ;3834481334;3642
1121;1773;1773;88519;NZNLDOGM6YMZ8EQ4BHFD ;708434520;2010-10-18 16:54;funem. et et linguens ;U45H59YN22G7 ;922264744;9151
1122;28;28;1133;3E4876XWJ21RVID6PIEZ ;230093128;2013-05-21 06:05;et travissimantor trepicandor non ;E45SD7ZHYEOBSPCQBPSVRVIT3 ;1676835544;2755
1123;1937;1937;62174;O1RO1ZE59ILX4KLIC5HJ ;987016499;2010-10-31 03:57;estum. plorum eudis ;XHMSV9G8J7X751PD ;1239807118;5724
1124;1956;1956;70985;MVK8DVDXMZ1EFEDDK56I ;951475450;2007-08-11 01:10;NULL;PG5CKLXRDOB ;1333368906;9122
1125;846;846;60785;AKFURYROCCWGK156FO41 ;823985248;2009-06-30 14:01;pladior esset nomen ;IMCORAIV5JEVK55S3JR6D ;1400261481;8545
1126;2104;2104;38672;MJJJO585R0B0ZCB4DLWL ;966348283;2014-08-02 00:18;quantare si nomen eggredior. ;SCX9CVO1IL ;1055134415;5672
1127;822;822;39179;9M4XUC765H2HHN1WB2SJ ;963527152;2007-08-28 22:12;gravis Versus quad manifestum ;Z1KLJDR7IQ61ASEF4NTX5VJ ;2213605709;5237
1128;1987;1987;18637;KCLGLPU1237FZCWFLUS0 ;852747571;1971-01-01 00:00;in gravum quad Id bono ;0QIXM630TPL4 ;1093233977;6483
1129;973;973;9344;MI8IHPA82I41PP9JG9ND ;400052880;2010-06-30 10:01;fecit. et manifestum plorum ;7K5ZYV8MANHYGJEP ;227105057;9849
1130;1974;1974;69215;3EU1IA4GP8ZIJXUCY3ZJ ;262201977;2006-12-05 13:09;Sed travissimantor ;03HRLSVTKBN58L7 ;4302877152;2284
1131;644;644;81609;ZK3D9NNV4K5NUJ4DGZE5 ;361404499;2015-02-24 12:58;NULL;UX2NX6ZB7P30Y6NPB5PHN ;1944955016;3223
1132;1667;1667;99044;C94I5RF6I5NTB3TRN8NH ;257739529;2010-12-18 16:11;Sed volcans egreddior ;MSA6EKLG22AO ;1792577567;3476
1133;1123;1123;19187;LNUVPEPYH3LE1NAZV3W7 ;835312396;2008-07-10 13:34;dolorum et rarendum nomen sed ;LB1QT36JVOUVDOXU ;1800349779;934
1134;1721;1721;83358;LFHTIGAMSRQO6RL9NGDP ;770927950;2011-12-16 22:39;non pars esset ut gravis ;VPM1BADRSFPQN1Q9L1EAFVDG ;9497839245;4223
1135;288;288;NULL;112FAGISS4R9WZ8D16XE ;899367859;2010-01-25 17:25;si bono Id Quad e ;Q3FB0WNMZ6K2KA0OY1OGS ;153336913;5353
1136;1512;1512;89470;OCUPUVPP7NJHGKDFE70S ;568729173;2011-03-18 07:29;e si venit. estis quad ;N4LSMIJM0C6RK6YGSI24NU ;1929800943;4317
1137;799;799;52428;ZNZE9SCWL9FBWCP7PGKT ;42695474;2008-09-18 16:13;homo, venit. apparens pladior Et ;71QDMGTPZGIGBQ7952D58WS ;1531680966;5752
1138;336;336;41804;KG8SGEVYNYXMIPPUBK3C ;2719417;2010-04-18 18:44;et quantare manifestum Et rarendum ;UPI95EOKSXDRW5 ;3608804039;4134
1139;1850;1850;16583;ME36J8N7ORFYQE6RLTDG ;389561837;2007-08-13 18:28;eggredior. volcans Multum Id ;57M6A2QNQK9 ;1706884399;586
1140;1559;1559;77152;XAHOEN0CDVHGAY24MW68 ;512214623;2012-06-29 12:31;pladior plurissimum quo, ;1APYB80JWYJ ;1581246869;4937
1141;2087;2087;53301;Y7INRAI3PRQVUO3MH5KM ;311415416;2006-01-23 21:39;quoque vobis apparens ;LSXNDCGD047YLPIN3 ;6179441179;7131
1142;1648;1648;11868;BWYHGG3NZW688Z3Z1NDH ;490942479;2015-12-25 03:46;gravis plurissimum ;SPWHMA3Z1IVL17N3LH429D3W ;4201886898;6140
1143;2004;2004;8134;N4QLG9ZI4RMLUNBJ5ATE ;600098706;2012-09-08 20:39;in et et et quo ;X2QDMPDFT5U ;4479514139;0
1144;1467;1467;87853;QUJNMP0MGI75MNR7W074 ;228601753;2012-11-09 07:52;quantare plorum ;36NJEBXHE30BI40 ;1778865393;7323
1145;960;960;9699;V5KMDBSFVCJ3TXA6YTJZ ;677386127;2007-07-18 09:32;estum. vantis. vobis ;1TEL0KP7DMFTI671S ;3897790799;6144
1146;360;360;19927;O9EG8ZJC9AM9AUOZ08E7 ;992542104;2010-01-04 02:37;si plorum pars vantis. eggredior. ;IBGIU26EIT2EUIOUE0Q ;1478506812;8495
1147;135;135;33989;K5N1TPH0Y6N597W665B8 ;745912149;2005-06-03 11:20;non plurissimum ;NIGF6SV4Z7VYJ2MO2IYCFL ;4033120165;5247
1148;124;124;94728;M1XTI2L7XL5RN33QEEA2 ;583818361;2015-02-06 17:37;venit. si Multum quorum eggredior. ;V5YRX4NS7AJSZU1C261EAY3V ;1675032917;2561
1149;1848;1848;24357;A4Y40NSTT32Y4Y3Q8ANV ;752763921;2012-02-21 18:49;vobis brevens, plorum linguens ;WZRV1ET1GLA81 ;5054430759;4772
1150;1555;1555;30019;0KIEM4SFRQ16RBXYPHFT ;61132281;2013-06-20 01:05;dolorum quo, eudis ;ZBFNNZAMT0 ;1608128588;4538
1151;1568;1568;31255;4I2SJ4ZZ64N6HAJFPEJ0 ;472431544;2010-05-17 23:32;Pro delerium. gravis Et ;V6D7RX12Z14WW5WQRJ9R417 ;4238808027;8155
1152;594;594;38069;1C0SCM6RJT72FW2FM3ZS ;948051182;2014-01-28 02:00;cognitio, imaginator plorum ;2UAGWI96RP57FTON851XVFJHR ;1096204252;7864
1153;1913;1913;79866;LMEZA1EIZ3VSZ252Z6IT ;383028625;2008-11-29 20:09;si Pro quorum Versus ;I2K92UYB4WML6HRY560OA ;1996290742;1224
1154;396;396;47117;NBF41DG03BK7YGQMS2KS ;655680373;2005-06-06 16:17;fecit, in fecundio, venit. et ;VMIYZA6MBSO ;1998219286;5456
1155;1068;1068;95238;JQC9FTXDMWHY7YBZV8NX ;858495816;2005-05-24 07:25;Id funem. Et Sed ;Z7LHNB94OR0NYK5 ;1215115825;9859
1156;1294;1294;42365;WRBL1MFG73X1Z3K2VMKJ ;35325411;2010-10-06 20:49;volcans non volcans transit. ;ACH2YL6XQ3V ;8975717318;7982
1157;1828;1828;3989;GE39RHEMXUXUQMY1OE7H ;438594921;2015-11-03 14:14;non rarendum cognitio, ;5HLUWJHKCNJOF68 ;2805767349;7570
1158;2132;2132;45427;FTJX8UQWZM3EVGC8CA41 ;834608081;2006-08-25 01:12;et linguens venit. estum. vobis ;LVZE49CYALOD0OQJGLZ666QF ;1028033114;5252
1159;1724;1724;77317;A8068HM177C1Q1LJBJMO ;955372913;2013-10-18 14:27;eudis in vobis Multum quo vobis ;LKNTTNSC3CU3GJV5MJBU4JOW ;1095492787;6355
1160;1882;1882;1475;X8TGV6MTB32G34KJQZD4 ;516814625;2011-01-13 21:23;rarendum sed et ;8T71XF5JBJ ;1245683832;4637
1161;1827;1827;79932;SERC5ERO0RHD3C06QDB0 ;569127883;2012-09-07 13:15;bono quo fecit. ;P5HYW0XBVGZ231 ;5255468565;9809
1162;2090;2090;60496;V49LMW1ZLJ9JU4U23PRU ;460458748;2007-10-15 01:51;pladior funem. linguens ;NFLY2WQTKTKB6WPJ5 ;1877174444;4688
1163;1011;1011;96817;BCL3ZSJDZL13NXAIRIHQ ;488897765;2006-12-06 15:21;bono Versus funem. homo, transit. ;6GH1DX3MC0J8R30DSQYCGSYBW ;2272506339;407
1164;1915;1915;6846;F78T9764NNJ53JROHM4H ;183613641;2005-04-14 06:16;cognitio, ut in travissimantor ;BPRE6WU1WK2L1NVFJQ9C2GAS ;4803224618;7597
1165;926;926;32516;LY7G77KKC7A4EW4CAQKD ;307989012;2015-02-07 22:41;homo, estum. venit. ;YLSJEI549LDVXTNDP7FB6OA ;1650677793;9784
1166;1348;1348;43791;CXIYJDITAVD84T90D1ZM ;714707701;2005-03-07 17:00;delerium. ut homo, Id glavans ;1872K1VFYA7A2II2XG ;1675736287;4608
1167;1538;1538;1376;BG90PNMB6WJ3C90PHOU1 ;923826242;2006-11-25 12:09;NULL;1IKMWMYC9UHYA ;7837415723;1117
1168;1314;1314;37112;1BWVA3VCXOKRO1H9XTQV ;223734080;2010-08-18 04:17;et et et et bono transit. ;BI5A3K7QYWNLCB7PDEPV8 ;8713632686;1316
1169;2101;2101;49426;3ZT5RJ9BVC5KT95C4FKR ;754270455;2009-03-08 06:30;plorum novum Versus sed ;GMBFMPLKHB ;5792781806;770
1170;1623;1623;12379;97YBO7JFJU458YC2QIJL ;652601787;1971-01-01 00:00;manifestum non Quad ;ZQ0CRUWLBJ ;1174672924;5785
1171;224;224;24415;1BF7USCWSE53ITRUT3CQ ;669004864;2005-09-11 12:43;brevens, Id plorum ;YA9M5KH38E2C1IZ ;1169723533;4287
1172;78;78;40571;BI1ELAS9EW05Y7VJ4TF6 ;680273701;2011-12-13 03:55;in nomen nomen Longam, cognitio, ;XH5EFBODL6CMJSA ;9424363482;9026
1173;1889;1889;83011;RGY2P5K8WF7V5QTDS8HJ ;178756066;2008-04-29 21:12;bono delerium. habitatio ;ESO06ZJ13E3 ;2582084975;1941
1174;1296;1296;2047;EI4YKLVBO9WJCK13CW58 ;611720632;2005-06-01 13:41;trepicandor gravis brevens, ;XDZTS6Z3558MMW1Z7 ;1644416646;4929
1175;1384;1384;81687;IGT9SH16CKXNVCXT34JO ;280887409;2012-02-27 06:14;et novum et e esset homo, ;JF44Y8UYGYX3 ;1765504016;2127
1176;496;496;72135;75ACT5SAFCCBLW1AOS4U ;367608715;2011-05-10 10:21;eggredior. rarendum et ;084F77JTDT6R9K1EAYKU7 ;5020760542;6511
1177;1843;1843;21186;CPYVG7398RLJ4AAJXZB9 ;419294739;2006-02-10 07:33;manifestum vobis ;NFSFQYTQ062U ;122888413;3011
1178;2153;2153;56784;W7KCAGWIFCFURVGBGCYO ;747893799;2014-02-07 20:14;Versus eggredior. ;DIGTRN16MYDPOSK6ZD935L ;1460941725;5433
1179;970;970;80147;7KRSHMQRQSSK9FHDJ6R7 ;297989346;1971-01-01 00:00;vobis pladior estis novum ;NSGKZMSZPECNVT ;1743557811;9580
1180;789;789;97772;TF6OCFU7GMDKUPNTKTU5 ;348881879;2005-07-12 22:12;estis esset quad egreddior estis ;S66P0HFQ269J0SSR2STT0B3 ;1385476413;627
1181;1688;1688;65260;OJMAIFYYX66HAD5L346V ;911209896;2008-04-15 18:25;vantis. quorum et ;JTYOAC4OCUK3WGK782EEQ2R7W ;6518223987;3298
1182;2141;2141;44799;A6FZFQUKZDX2Z4WJEUZW ;182614304;2013-08-05 22:32;pars gravis transit. ;9V2Z4H2556JRFP1 ;5463276536;3110
1183;1370;1370;72589;JG63KBI8GON96ED7A3O4 ;26532599;2009-01-28 02:40;habitatio Id e quad trepicandor ;658PVL7MLYWPBG2R ;5877909011;465
1184;1898;1898;80730;YS9EA981P96ZBRQ8VUFB ;590680859;2015-06-25 06:41;in novum quo vobis volcans rarendum ;N29LDQ20RADNG ;6189764685;1944
1185;744;744;73544;IO9STQIC3RBSVKNXO929 ;48925217;2011-07-07 03:23;e habitatio ut quo fecundio, venit. ;OD4VLY6RNNGE5KD ;6406912583;1694
1186;141;141;44972;REG9VMMYE89S1F4ZMGIP ;873926558;2013-01-09 08:55;regit, regit, quoque ;P4SZRMRZTF6P ;848750764;4421
1187;956;956;98594;LIV7F63A7LC25R9TIY4W ;499822758;1971-01-01 00:00;plorum quartu funem. quo ;AUY4B8B6KGSKVEL5YKHMXL8V ;1796286825;1999
1188;2100;2100;59016;PI1ZU5IY2SJJH5WK2GGJ ;671686462;2012-07-19 13:37;et si gravis si travissimantor et ;U2L426RHODTIAUC1M4 ;1802130493;8021
1189;1078;1078;10868;7NWPVNU63IETBW0U7K0K ;31697614;2006-01-28 10:57;nomen nomen Multum ;ZEW76UVUO25OL2M ;1734668099;1076
1190;1954;1954;62549;4STJOMD8GINCPHV5AZIO ;527231497;2007-01-19 20:02;homo, sed pars manifestum ;6Q2I91371RNOQ5LBHK ;6357973985;6241
1191;2023;2023;39994;ZA5P68VQVVFZB3V3671G ;763670660;2008-02-04 21:17;travissimantor quo, estum. ;2YUFA6C3FIO ;1649224209;7783
1192;1734;1734;9058;N0QHLF4OXLIVK4HOTHDH ;183960738;2011-07-26 15:14;cognitio, quis quo egreddior ;FND6BKMFYBO6E764JGU716 ;503647852;9066
1193;1986;1986;59577;KM8CDD013SH7UC9E7KTR ;561653092;2015-04-20 20:36;Versus manifestum ;HBBRBXXOODJ71CYAQ ;1265387617;9398
1194;1984;1984;65603;X9W4RYDECPNZF2DI5714 ;159214059;2011-05-14 17:14;et homo, estis transit. ;5XR9N02Z7JYO ;4612005672;9498
1195;2014;2014;97560;TT1NPS89LWJQGMDB8MFM ;190806975;2007-01-26 15:00;e Longam, homo, ;793WUZSAH0M0SVZ5RK ;1528692184;778
1196;1885;1885;55986;Q3T8FAVV2DSME4GVG165 ;310240471;2012-06-30 04:17;estis Tam nomen funem. ;4CW8S7OAOBPDQ0XBYYG4AXL ;4302266736;249
1197;1953;1953;95461;QS38YF06WLLIZ3Q7EAHC ;64336808;2012-07-29 21:04;essit. non in egreddior quad parte ;X49V53UGZRJ4B0A ;1929380559;6724
1198;1872;1872;45270;JJR41IXFRK8HH0BQ0GVV ;23926636;2015-10-21 23:16;plorum quorum fecit, plorum et ;6P3YRMWZVJ17BGW ;1967628952;8543
1199;1921;1921;69537;5S64E0PO1ROTR78C3XW3 ;423840577;2014-04-10 19:48;plorum vobis non quo travissimantor ;R8ANYS4LH9EYGS0XNRXLTMV ;1281876006;7540
1200;1442;1442;12560;50D0I3FHEUMGODRL0NH7 ;23694574;2014-01-19 12:24;et plorum regit, ;89ZM1N4JVDC2QNQDKIGI8 ;7140427924;1535
1201;1254;1254;83900;PSJOQS2EWJYSY0RT3WXA ;889430709;2012-05-28 14:22;Longam, Quad sed ;J2I4JJIAC4 ;1231043496;7378
1202;819;819;17307;NX2C2UHQ3AEVZF7TCRAC ;401387358;2013-10-01 09:10;gravis linguens esset Pro volcans ;ZFOSIKU4V23GX7Z1J0B5 ;1531948748;3931
1203;389;389;70395;HBNOQCZSXQJWL2VHBOXL ;112717970;2007-05-13 16:31;quartu estis essit. ;29QX3X3K0K18QQ81L2XM ;1617105099;1791
1204;234;234;11769;T8KWYLJZQ5NX35MEOBIH ;189205395;2008-02-10 14:27;funem. novum quorum pars ;CVFMLXJIYA0YZW5XVEM ;1330770152;8987
1205;1824;1824;41756;5JUYECCC02DRFO22RSRG ;347950197;2010-10-16 07:03;quantare novum fecundio, vobis e ;KVH177GRZYXEJZ ;4384050558;251
1206;2152;2152;93577;6KWZHX82NCF4ONOQXK87 ;198126612;2010-12-02 11:06;gravis venit. pladior ;DBAI0J21A09QT2 ;1481444455;9129
1207;932;932;74596;P2A6NGKBWJQ06ZZXZWE3 ;190175083;2011-06-13 06:06;gravis egreddior ;POAWTHDEEEGSI0CMF06RMKW ;8379957549;5922
1208;1629;1629;55135;DPXMR1DCT7I96GIMSTGO ;439506422;2006-07-09 21:10;quorum non estum. quorum pladior ;6HT71YHMOV993M6 ;3518740965;6295
1209;1260;1260;1685;QTO3IOPSXNU3CCCCJWF7 ;599861080;2007-01-19 02:19;gravis et gravis non ;0WW4JQJ1XETQNBI4ROPBO6 ;2327152706;3329
1210;1930;1930;91386;2B8RZIGA73XEJMW9J9CN ;926023452;2013-08-29 12:19;et plurissimum quantare ;FXT4NQ3JTUXRPOS2FYRA ;7130397711;3347
