ind_id;ind_in_id;ind_it_id;ind_qty;ind_total
44036;44034;44034;1106;63984
44037;44035;44035;5712;76664
44038;44036;44036;5623;67652
44039;44037;44037;2923;96502
44040;44038;44038;2321;89023
44041;44039;44039;9973;60023
44042;44040;44040;3294;60492
44043;44041;44041;4886;66065
44044;44042;44042;2831;48124
44045;44043;44043;7671;10800
44046;44044;44044;7853;98815
44047;44045;44045;3992;69503
44048;44046;44046;5223;51309
44049;44047;44047;5212;45307
44050;44048;44048;8393;24329
44051;44049;44049;2644;74894
44052;44050;44050;1604;8212
44053;44051;44051;5644;49408
44054;44052;44052;2954;53256
44055;44053;44053;4153;53130
44056;44054;44054;8745;39367
44057;44055;44055;3355;2183
44058;44056;44056;8419;12859
44059;44057;44057;3650;46800
44060;44058;44058;7139;24750
44061;44059;44059;4712;59693
44062;44060;44060;3506;75599
44063;44061;44061;9110;88673
44064;44062;44062;2485;38146
44065;44063;44063;6469;16432
44066;44064;44064;6788;45349
44067;44065;44065;2262;86598
44068;44066;44066;5650;35602
44069;44067;44067;6800;51109
44070;44068;44068;1834;65236
44071;44069;44069;6017;46283
44072;44070;44070;9706;52697
44073;44071;44071;9995;19513
44074;44072;44072;3329;75500
44075;44073;44073;2746;69043
44076;44074;44074;5974;81492
44077;44075;44075;5790;44711
44078;44076;44076;5635;17765
44079;44077;44077;3932;75063
44080;44078;44078;4034;50036
44081;44079;44079;8863;31202
44082;44080;44080;5845;83203
44083;44081;44081;9100;39782
44084;44082;44082;4331;84494
44085;44083;44083;7613;66813
44086;44084;44084;4638;8019
44087;44085;44085;9532;9182
44088;44086;44086;9108;34507
44089;44087;44087;1822;15343
44090;44088;44088;8015;27583
44091;44089;44089;4602;23697
44092;44090;44090;9644;93786
44093;44091;44091;5466;23138
44094;44092;44092;2054;85128
44095;44093;44093;2913;15090
44096;44094;44094;3666;46228
44097;44095;44095;3675;80432
44098;44096;44096;8414;79595
44099;44097;44097;8848;32635
44100;44098;44098;7313;69868
44101;44099;44099;3578;20039
44102;44100;44100;7654;14174
44103;44101;44101;1258;4164
44104;44102;44102;1777;84862
44105;44103;44103;3348;48285
44106;44104;44104;2568;74593
44107;44105;44105;4374;42698
44108;44106;44106;7498;68901
44109;44107;44107;7417;70885
44110;44108;44108;2820;82739
44111;44109;44109;6038;98004
44112;44110;44110;1302;17366
44113;44111;44111;6139;64984
44114;44112;44112;8488;81781
44115;44113;44113;1874;35137
44116;44114;44114;7584;75796
44117;44115;44115;7121;23441
44118;44116;44116;9815;42352
44119;44117;44117;3798;28110
44120;44118;44118;8189;67851
44121;44119;44119;2750;42937
44122;44120;44120;7919;56275
44123;44121;44121;2694;50432
44124;44122;44122;6692;11005
44125;44123;44123;3851;41069
44126;44124;44124;3173;35066
44127;44125;44125;5945;94160
44128;44126;44126;8345;37694
44129;44127;44127;5733;41401
44130;44128;44128;7679;50348
44131;44129;44129;6208;46268
44132;44130;44130;8817;68053
44133;44131;44131;9850;67635
44134;44132;44132;6577;31062
44135;44133;44133;6914;70813
44136;44134;44134;4792;30747
44137;44135;44135;6881;58384
44138;44136;44136;6212;64446
44139;44137;44137;7355;58610
44140;44138;44138;5985;90821
44141;44139;44139;4868;83753
44142;44140;44140;9925;55186
44143;44141;44141;7419;37163
44144;44142;44142;4794;58867
44145;44143;44143;3621;18719
44146;44144;44144;4243;76295
44147;44145;44145;9687;26483
44148;44146;44146;1329;1588
44149;44147;44147;4093;86189
44150;44148;44148;3935;11535
44151;44149;44149;3858;44783
44152;44150;44150;9960;94875
44153;44151;44151;7787;32864
44154;44152;44152;7322;41355
44155;44153;44153;8478;81639
44156;44154;44154;6105;40456
44157;44155;44155;5307;73455
44158;44156;44156;9527;57675
44159;44157;44157;3418;43709
44160;44158;44158;1761;11069
44161;44159;44159;4267;13160
44162;44160;44160;7699;97036
44163;44161;44161;3832;26466
44164;44162;44162;8481;87846
44165;44163;44163;2989;62029
44166;44164;44164;7911;94010
44167;44165;44165;1955;58664
44168;44166;44166;3196;66912
44169;44167;44167;2261;85660
44170;44168;44168;3461;1217
44171;44169;44169;3765;33106
44172;44170;44170;9898;85304
44173;44171;44171;9532;33078
44174;44172;44172;2974;32343
44175;44173;44173;6789;23117
44176;44174;44174;9919;66771
44177;44175;44175;8707;31187
44178;44176;44176;1744;62837
44179;44177;44177;5671;16954
44180;44178;44178;8879;52092
44181;44179;44179;7816;11867
44182;44180;44180;5199;48255
44183;44181;44181;1622;17463
44184;44182;44182;1858;9784
44185;44183;44183;8310;88335
44186;44184;44184;3480;58315
44187;44185;44185;7076;23882
44188;44186;44186;2160;67410
44189;44187;44187;7277;27207
44190;44188;44188;4136;42596
44191;44189;44189;7769;57901
44192;44190;44190;2437;44876
44193;44191;44191;5452;32853
44194;44192;44192;3880;30130
44195;44193;44193;8839;5559
44196;44194;44194;4720;65746
44197;44195;44195;6667;43166
44198;44196;44196;2072;79355
44199;44197;44197;6414;99286
44200;44198;44198;6645;78828
44201;44199;44199;3905;7674
44202;44200;44200;8689;29453
44203;44201;44201;5814;47562
44204;44202;44202;9982;52640
44205;44203;44203;7073;89376
44206;44204;44204;2101;22473
44207;44205;44205;9827;49132
44208;44206;44206;9935;46521
44209;44207;44207;9689;59674
44210;44208;44208;8557;80696
44211;44209;44209;5191;10953
44212;44210;44210;3467;91319
44213;44211;44211;3578;25602
44214;44212;44212;4852;61809
44215;44213;44213;7718;68059
44216;44214;44214;5383;65722
44217;44215;44215;5428;7535
44218;44216;44216;7929;24822
44219;44217;44217;2588;28872
44220;44218;44218;3958;29631
44221;44219;44219;9127;71897
44222;44220;44220;1713;7677
44223;44221;44221;9720;82594
44224;44222;44222;6271;70772
44225;44223;44223;8138;5069
44226;44224;44224;8495;30259
44227;44225;44225;8670;25346
44228;44226;44226;5863;28887
44229;44227;44227;6554;8524
44230;44228;44228;9014;76386
44231;44229;44229;8914;81397
44232;44230;44230;2700;55278
44233;44231;44231;2165;30692
44234;44232;44232;7080;45908
44235;44233;44233;9710;51028
44236;44234;44234;9585;37718
44237;44235;44235;2837;48657
44238;44236;44236;3985;21130
44239;44237;44237;6417;82949
44240;44238;44238;6051;51210
44241;44239;44239;1338;5380
44242;44240;44240;6278;65915
44243;44241;44241;5169;95053
44244;44242;44242;6066;40608
44245;44243;44243;2234;84892
44246;44244;44244;4026;77538
44247;44245;44245;6284;63231
44248;44246;44246;4181;78485
44249;44247;44247;4195;10406
44250;44248;44248;3377;74116
44251;44249;44249;3449;90793
44252;44250;44250;2326;26468
44253;44251;44251;5301;23824
44254;44252;44252;7323;70752
44255;44253;44253;3076;18876
44256;44254;44254;3472;92275
44257;44255;44255;8609;73823
44258;44256;44256;3048;89459
44259;44257;44257;3137;48422
44260;44258;44258;3297;16865
44261;44259;44259;1127;30570
44262;44260;44260;2403;40021
44263;44261;44261;3398;33061
44264;44262;44262;1172;25660
44265;44263;44263;9755;85473
44266;44264;44264;7513;93226
44267;44265;44265;6743;36070
44268;44266;44266;3255;52627
44269;44267;44267;9136;18439
44270;44268;44268;2805;99236
44271;44269;44269;4239;1823
44272;44270;44270;6794;58513
44273;44271;44271;2403;11186
44274;44272;44272;4614;85296
44275;44273;44273;2055;88446
44276;44274;44274;8391;29234
44277;44275;44275;1053;21160
44278;44276;44276;3543;46219
44279;44277;44277;5672;34920
44280;44278;44278;5867;83568
44281;44279;44279;2168;2007
44282;44280;44280;8052;60254
44283;44281;44281;2843;23894
44284;44282;44282;7721;63543
44285;44283;44283;1893;80430
44286;44284;44284;7958;87137
44287;44285;44285;2516;14765
44288;44286;44286;6754;82177
44289;44287;44287;5269;8251
44290;44288;44288;4870;67754
44291;44289;44289;2065;34415
44292;44290;44290;2044;25333
44293;44291;44291;7441;5078
44294;44292;44292;9139;31491
44295;44293;44293;3530;62390
44296;44294;44294;8754;66545
44297;44295;44295;1502;44022
44298;44296;44296;7750;48985
44299;44297;44297;5623;26355
44300;44298;44298;2669;99826
44301;44299;44299;2415;6253
44302;44300;44300;5319;53812
44303;44301;44301;7865;92348
44304;44302;44302;3155;59950
44305;44303;44303;2048;86741
44306;44304;44304;1238;33956
44307;44305;44305;6415;59816
44308;44306;44306;9895;34804
44309;44307;44307;2379;47035
44310;44308;44308;4889;89721
44311;44309;44309;5348;18709
44312;44310;44310;3423;5595
44313;44311;44311;1956;32544
44314;44312;44312;4583;28846
44315;44313;44313;7358;77298
44316;44314;44314;6047;57526
44317;44315;44315;3473;73317
44318;44316;44316;9079;88299
44319;44317;44317;3326;66142
44320;44318;44318;1409;36602
44321;44319;44319;1700;75393
44322;44320;44320;1237;14753
44323;44321;44321;2171;33576
44324;44322;44322;9172;26496
44325;44323;44323;8425;97288
44326;44324;44324;5979;53245
44327;44325;44325;8719;53104
44328;44326;44326;4819;96086
44329;44327;44327;9291;31584
44330;44328;44328;1918;10002
44331;44329;44329;6629;69531
44332;44330;44330;4396;79903
44333;44331;44331;9331;17660
44334;44332;44332;5516;26998
44335;44333;44333;2275;49462
44336;44334;44334;6540;67560
44337;44335;44335;8163;21276
44338;44336;44336;3552;28645
44339;44337;44337;1190;27531
44340;44338;44338;5867;68189
44341;44339;44339;7223;19721
44342;44340;44340;5381;48065
44343;44341;44341;1449;10874
44344;44342;44342;8394;8195
44345;44343;44343;9337;6518
44346;44344;44344;7835;35936
44347;44345;44345;9933;52487
44348;44346;44346;7495;83052
44349;44347;44347;6401;69473
44350;44348;44348;1546;64751
44351;44349;44349;8441;46864
44352;44350;44350;6920;26530
44353;44351;44351;9270;99463
44354;44352;44352;4820;59546
44355;44353;44353;8178;6936
44356;44354;44354;5892;30633
44357;44355;44355;2272;57930
44358;44356;44356;8755;19830
44359;44357;44357;2691;62038
44360;44358;44358;4621;85833
44361;44359;44359;4805;15239
44362;44360;44360;3548;90667
44363;44361;44361;6314;94692
44364;44362;44362;6221;85071
44365;44363;44363;7325;10886
44366;44364;44364;2496;40421
44367;44365;44365;8232;20446
44368;44366;44366;3817;29053
44369;44367;44367;6977;2325
44370;44368;44368;7520;82296
44371;44369;44369;6117;1102
44372;44370;44370;2143;19226
44373;44371;44371;5968;92594
44374;44372;44372;3689;77714
44375;44373;44373;4303;80238
44376;44374;44374;5506;13412
44377;44375;44375;5195;97762
44378;44376;44376;5804;30940
44379;44377;44377;5490;12711
44380;44378;44378;1845;16202
44381;44379;44379;4388;95511
44382;44380;44380;2625;10654
44383;44381;44381;4661;61170
44384;44382;44382;5591;75235
44385;44383;44383;3455;56227
44386;44384;44384;5578;62970
44387;44385;44385;5200;65038
44388;44386;44386;7003;12449
44389;44387;44387;7701;8263
44390;44388;44388;7519;26245
44391;44389;44389;3505;95769
44392;44390;44390;8575;55481
44393;44391;44391;8810;68004
44394;44392;44392;6170;17366
44395;44393;44393;1389;76775
44396;44394;44394;1871;67243
44397;44395;44395;1334;49541
44398;44396;44396;4334;10215
44399;44397;44397;7702;29256
44400;44398;44398;9607;14188
44401;44399;44399;8364;49736
44402;44400;44400;3289;83488
44403;44401;44401;2102;94298
44404;44402;44402;9893;45100
44405;44403;44403;1185;39833
44406;44404;44404;8877;24414
44407;44405;44405;7973;9643
44408;44406;44406;4042;69587
44409;44407;44407;3214;78178
44410;44408;44408;4983;60126
44411;44409;44409;6892;98115
44412;44410;44410;3030;30652
44413;44411;44411;2148;79300
44414;44412;44412;5452;22428
44415;44413;44413;8000;34005
44416;44414;44414;3621;36233
44417;44415;44415;4141;82336
44418;44416;44416;1603;19100
44419;44417;44417;2049;41020
44420;44418;44418;2502;66571
44421;44419;44419;2316;64660
44422;44420;44420;4964;79396
44423;44421;44421;6476;37897
44424;44422;44422;9914;40179
44425;44423;44423;3674;85797
44426;44424;44424;3845;45470
44427;44425;44425;2034;95209
44428;44426;44426;3644;58143
44429;44427;44427;6237;31125
44430;44428;44428;6406;28335
44431;44429;44429;1195;42832
44432;44430;44430;5975;9484
44433;44431;44431;4302;86167
44434;44432;44432;7428;55930
44435;44433;44433;1017;5554
44436;44434;44434;9984;60110
44437;44435;44435;4002;96872
44438;44436;44436;4936;63542
44439;44437;44437;2557;6561
44440;44438;44438;4582;39655
44441;44439;44439;9962;40091
44442;44440;44440;3474;72010
44443;44441;44441;6050;74149
44444;44442;44442;4025;44385
44445;44443;44443;4540;32868
44446;44444;44444;4323;44648
44447;44445;44445;8849;80457
44448;44446;44446;7134;91861
44449;44447;44447;4317;1041
44450;44448;44448;8312;28179
44451;44449;44449;3148;67780
44452;44450;44450;1657;56980
44453;44451;44451;1050;18260
44454;44452;44452;3170;51516
44455;44453;44453;9152;90290
44456;44454;44454;3765;32643
44457;44455;44455;4458;41651
44458;44456;44456;7393;20809
44459;44457;44457;6872;44780
44460;44458;44458;2244;96873
44461;44459;44459;4464;42469
44462;44460;44460;4660;90468
44463;44461;44461;9353;6094
44464;44462;44462;1473;17737
44465;44463;44463;3264;21284
44466;44464;44464;1013;76185
44467;44465;44465;7272;98708
44468;44466;44466;1977;39930
44469;44467;44467;9300;85836
44470;44468;44468;8062;27092
44471;44469;44469;2632;73403
44472;44470;44470;3455;79329
44473;44471;44471;2337;53335
44474;44472;44472;8221;28772
44475;44473;44473;9961;94988
44476;44474;44474;6169;15588
44477;44475;44475;3812;75246
44478;44476;44476;8938;89450
44479;44477;44477;7250;2841
44480;44478;44478;7487;20279
44481;44479;44479;3615;47565
44482;44480;44480;4277;44411
44483;44481;44481;3875;78188
44484;44482;44482;9997;72568
44485;44483;44483;5478;28699
44486;44484;44484;9906;67936
44487;44485;44485;4709;33850
44488;44486;44486;2835;16236
44489;44487;44487;1623;18167
44490;44488;44488;6246;57818
44491;44489;44489;7686;48532
44492;44490;44490;7672;77219
44493;44491;44491;8446;94255
44494;44492;44492;7135;26248
44495;44493;44493;1587;74251
44496;44494;44494;7278;28011
44497;44495;44495;1131;64251
44498;44496;44496;7393;28922
44499;44497;44497;2174;28059
44500;44498;44498;9766;41194
44501;44499;44499;7469;25078
44502;44500;44500;8837;42588
44503;44501;44501;5617;40291
44504;44502;44502;7455;90798
44505;44503;44503;6442;90901
44506;44504;44504;6323;29101
44507;44505;44505;6256;79325
44508;44506;44506;3380;69198
44509;44507;44507;5227;68674
44510;44508;44508;4730;31516
44511;44509;44509;2583;42722
44512;44510;44510;5617;82235
44513;44511;44511;3047;11330
44514;44512;44512;1903;58301
44515;44513;44513;1021;31451
44516;44514;44514;9942;6841
44517;44515;44515;2133;82313
44518;44516;44516;8800;57653
44519;44517;44517;9124;66399
44520;44518;44518;6639;32315
44521;44519;44519;6764;91956
44522;44520;44520;6141;72624
44523;44521;44521;5526;80797
44524;44522;44522;3348;5294
44525;44523;44523;6124;99127
44526;44524;44524;2700;58909
44527;44525;44525;6850;72365
44528;44526;44526;6203;66489
44529;44527;44527;4979;8570
44530;44528;44528;5550;86591
44531;44529;44529;7596;22205
44532;44530;44530;6483;71199
44533;44531;44531;6317;2704
44534;44532;44532;3180;86513
44535;44533;44533;7685;36063
44536;44534;44534;6976;74838
44537;44535;44535;1585;36592
44538;44536;44536;9401;81796
44539;44537;44537;5724;40943
44540;44538;44538;4994;39659
44541;44539;44539;3815;59174
44542;44540;44540;8851;66319
44543;44541;44541;9498;92004
44544;44542;44542;9933;94258
44545;44543;44543;4889;36577
44546;44544;44544;4092;51983
44547;44545;44545;1024;7610
44548;44546;44546;2606;18093
44549;44547;44547;8799;22848
44550;44548;44548;2557;89263
44551;44549;44549;6852;92006
44552;44550;44550;8454;53716
44553;44551;44551;8737;79500
44554;44552;44552;6519;54436
44555;44553;44553;3830;97569
44556;44554;44554;1629;54899
44557;44555;44555;2512;20282
44558;44556;44556;1986;66824
44559;44557;44557;8914;86755
44560;44558;44558;3301;83604
44561;44559;44559;9959;76604
44562;44560;44560;9735;24262
44563;44561;44561;4609;62082
44564;44562;44562;3606;27053
44565;44563;44563;3245;73981
44566;44564;44564;8257;68865
44567;44565;44565;1813;80650
44568;44566;44566;4400;58242
44569;44567;44567;7429;46953
44570;44568;44568;1153;22973
44571;44569;44569;7757;94454
44572;44570;44570;5176;50222
44573;44571;44571;7576;71417
44574;44572;44572;2981;47900
44575;44573;44573;2285;24386
44576;44574;44574;7326;53387
44577;44575;44575;4979;55058
44578;44576;44576;1236;16525
44579;44577;44577;5435;29741
44580;44578;44578;4816;30452
44581;44579;44579;2811;17450
44582;44580;44580;1732;3691
44583;44581;44581;7503;45784
44584;44582;44582;6832;26652
44585;44583;44583;3710;13739
44586;44584;44584;9635;98129
44587;44585;44585;7639;77897
44588;44586;44586;8390;47919
44589;44587;44587;4258;19993
44590;44588;44588;8783;73669
44591;44589;44589;7835;68141
44592;44590;44590;2135;31182
44593;44591;44591;6084;36586
44594;44592;44592;4671;61949
44595;44593;44593;4689;20941
44596;44594;44594;8986;47454
44597;44595;44595;6284;82078
44598;44596;44596;6632;21138
44599;44597;44597;6086;96855
44600;44598;44598;3428;78531
44601;44599;44599;4438;84928
44602;44600;44600;9471;61234
44603;44601;44601;3632;62593
44604;44602;44602;3979;59065
44605;44603;44603;2570;38040
44606;44604;44604;1275;3359
44607;44605;44605;9529;80927
44608;44606;44606;5047;65934
44609;44607;44607;2795;64964
44610;44608;44608;4567;60016
44611;44609;44609;3073;97898
44612;44610;44610;6834;63443
44613;44611;44611;3216;81128
44614;44612;44612;6572;99131
44615;44613;44613;3657;15519
44616;44614;44614;7119;84441
44617;44615;44615;2814;3222
44618;44616;44616;3770;48002
44619;44617;44617;5487;10333
44620;44618;44618;7045;41846
44621;44619;44619;8223;7802
44622;44620;44620;6431;18583
44623;44621;44621;7800;81454
44624;44622;44622;3561;23021
44625;44623;44623;1384;3402
44626;44624;44624;7911;44697
44627;44625;44625;5748;47660
44628;44626;44626;6849;90732
44629;44627;44627;7188;81162
44630;44628;44628;9519;58001
44631;44629;44629;7002;88397
44632;44630;44630;4129;8259
44633;44631;44631;5344;40905
44634;44632;44632;9874;9561
44635;44633;44633;1746;36814
44636;44634;44634;5275;75098
44637;44635;44635;4359;84630
44638;44636;44636;5012;20170
44639;44637;44637;9989;17826
44640;44638;44638;5447;67998
44641;44639;44639;3792;67256
44642;44640;44640;9558;52250
44643;44641;44641;6443;30729
44644;44642;44642;7757;11092
44645;44643;44643;2415;50859
44646;44644;44644;9356;54204
44647;44645;44645;3090;60377
44648;44646;44646;9820;43456
44649;44647;44647;7756;1818
44650;44648;44648;8231;32368
44651;44649;44649;8878;27091
44652;44650;44650;3163;42347
44653;44651;44651;3943;4308
44654;44652;44652;3769;43496
44655;44653;44653;6314;6778
44656;44654;44654;2885;50857
44657;44655;44655;1907;9656
44658;44656;44656;1151;21062
44659;44657;44657;1977;73981
44660;44658;44658;6658;37681
44661;44659;44659;9175;14927
44662;44660;44660;4344;68384
44663;44661;44661;1917;85664
44664;44662;44662;3637;27745
44665;44663;44663;4194;8141
44666;44664;44664;9174;40554
44667;44665;44665;3704;29017
44668;44666;44666;5794;37898
44669;44667;44667;8491;66498
44670;44668;44668;7419;48165
44671;44669;44669;6698;47103
44672;44670;44670;6855;33860
44673;44671;44671;5762;1069
44674;44672;44672;3558;74162
44675;44673;44673;5703;66349
44676;44674;44674;5292;7576
44677;44675;44675;5768;48756
44678;44676;44676;3118;45752
44679;44677;44677;4710;60282
44680;44678;44678;9547;74296
44681;44679;44679;2715;4716
44682;44680;44680;6672;99967
44683;44681;44681;2606;9902
44684;44682;44682;3880;52689
44685;44683;44683;8670;20414
44686;44684;44684;1719;3623
44687;44685;44685;5702;88925
44688;44686;44686;8602;43802
44689;44687;44687;2675;20890
44690;44688;44688;7596;21337
44691;44689;44689;9192;13459
44692;44690;44690;7986;5261
44693;44691;44691;2367;42641
44694;44692;44692;6288;8370
44695;44693;44693;6558;30191
44696;44694;44694;4931;65423
44697;44695;44695;9478;39139
44698;44696;44696;6352;50827
44699;44697;44697;1754;68261
44700;44698;44698;2044;95612
44701;44699;44699;3597;55217
44702;44700;44700;5763;49744
44703;44701;44701;6989;97425
44704;44702;44702;1425;32374
44705;44703;44703;6666;53102
44706;44704;44704;5282;64178
44707;44705;44705;5690;74340
44708;44706;44706;8987;4324
44709;44707;44707;7093;48738
44710;44708;44708;9754;33759
44711;44709;44709;9867;17270
44712;44710;44710;3422;50087
44713;44711;44711;5555;13535
44714;44712;44712;9963;64833
44715;44713;44713;8913;65419
44716;44714;44714;8149;80222
44717;44715;44715;4519;63605
44718;44716;44716;9929;20053
44719;44717;44717;3760;26442
44720;44718;44718;3772;49626
44721;44719;44719;1318;31201
44722;44720;44720;2217;6959
44723;44721;44721;2466;36708
44724;44722;44722;4513;33031
44725;44723;44723;5262;83027
44726;44724;44724;8555;38200
44727;44725;44725;4237;90574
44728;44726;44726;5614;98984
44729;44727;44727;2244;99156
44730;44728;44728;1357;92247
44731;44729;44729;4069;74585
44732;44730;44730;6706;38701
44733;44731;44731;5107;67720
44734;44732;44732;9666;50849
44735;44733;44733;9325;69456
44736;44734;44734;9300;14709
44737;44735;44735;9105;71041
44738;44736;44736;7854;13706
44739;44737;44737;3320;21215
44740;44738;44738;5821;97791
44741;44739;44739;2322;51845
44742;44740;44740;8962;28239
44743;44741;44741;7299;82395
44744;44742;44742;3236;78147
44745;44743;44743;4356;22258
44746;44744;44744;1626;88812
44747;44745;44745;3018;49894
44748;44746;44746;2666;49930
44749;44747;44747;3492;27220
44750;44748;44748;5783;22062
44751;44749;44749;5803;98930
44752;44750;44750;5934;26811
44753;44751;44751;1681;4757
44754;44752;44752;7830;79494
44755;44753;44753;7932;85951
44756;44754;44754;1222;99456
44757;44755;44755;4188;83093
44758;44756;44756;2202;15310
44759;44757;44757;6447;30678
44760;44758;44758;5502;73940
44761;44759;44759;6708;58958
44762;44760;44760;9642;73322
44763;44761;44761;5114;21161
44764;44762;44762;3061;12713
44765;44763;44763;2024;87982
44766;44764;44764;2522;29887
44767;44765;44765;5110;38315
44768;44766;44766;1617;73705
44769;44767;44767;9125;99760
44770;44768;44768;9877;87743
44771;44769;44769;5832;46160
44772;44770;44770;4713;45012
44773;44771;44771;6206;86049
44774;44772;44772;3000;56980
44775;44773;44773;8741;17314
44776;44774;44774;4918;29370
44777;44775;44775;1826;97382
44778;44776;44776;3076;50238
44779;44777;44777;7874;66179
44780;44778;44778;6942;43509
44781;44779;44779;8170;81402
44782;44780;44780;5583;24445
44783;44781;44781;8048;94593
44784;44782;44782;5719;36784
44785;44783;44783;6577;6849
44786;44784;44784;5161;40605
44787;44785;44785;3009;25995
44788;44786;44786;5905;44893
44789;44787;44787;2837;63079
44790;44788;44788;5040;87471
44791;44789;44789;7659;26540
44792;44790;44790;3722;13120
44793;44791;44791;9426;92242
44794;44792;44792;8390;72629
44795;44793;44793;8804;60873
44796;44794;44794;1269;64459
44797;44795;44795;3308;36381
44798;44796;44796;3229;5319
44799;44797;44797;5308;35504
44800;44798;44798;4820;40374
44801;44799;44799;5118;79517
44802;44800;44800;1169;14856
44803;44801;44801;9111;74111
44804;44802;44802;2763;48035
44805;44803;44803;4752;44665
44806;44804;44804;9515;23061
44807;44805;44805;8909;80102
44808;44806;44806;3484;81240
44809;44807;44807;3297;7219
44810;44808;44808;7598;92578
44811;44809;44809;6896;66643
44812;44810;44810;6416;69825
44813;44811;44811;3986;43861
44814;44812;44812;5872;10085
44815;44813;44813;5580;52088
44816;44814;44814;5518;15741
44817;44815;44815;2610;96795
44818;44816;44816;4463;90436
44819;44817;44817;8360;11625
44820;44818;44818;1293;24041
44821;44819;44819;3930;57511
44822;44820;44820;3269;74550
44823;44821;44821;5081;51617
44824;44822;44822;3299;46645
44825;44823;44823;4045;7503
44826;44824;44824;6453;33780
44827;44825;44825;7087;65347
44828;44826;44826;5458;64088
44829;44827;44827;2731;72918
44830;44828;44828;7203;93711
44831;44829;44829;1901;81526
44832;44830;44830;9174;71180
44833;44831;44831;4572;1895
44834;44832;44832;7918;86321
44835;44833;44833;6613;36934
44836;44834;44834;4656;86426
44837;44835;44835;4203;97435
44838;44836;44836;6047;99563
44839;44837;44837;7051;28750
44840;44838;44838;9136;57521
44841;44839;44839;6718;23657
44842;44840;44840;9193;22471
44843;44841;44841;5547;94938
44844;44842;44842;6460;44055
44845;44843;44843;6476;76451
44846;44844;44844;3932;78948
44847;44845;44845;1363;1907
44848;44846;44846;3831;20074
44849;44847;44847;4800;30177
44850;44848;44848;9780;23598
44851;44849;44849;7243;82890
44852;44850;44850;4155;58174
44853;44851;44851;9160;61443
44854;44852;44852;4711;46032
44855;44853;44853;9967;94046
44856;44854;44854;9211;17008
44857;44855;44855;2600;11063
44858;44856;44856;6455;88639
44859;44857;44857;4752;22835
44860;44858;44858;1443;22335
44861;44859;44859;3624;5558
44862;44860;44860;2929;57865
44863;44861;44861;9317;91278
44864;44862;44862;2172;16811
44865;44863;44863;7497;44996
44866;44864;44864;8812;81076
44867;44865;44865;7298;4485
44868;44866;44866;7272;15719
44869;44867;44867;4410;83626
44870;44868;44868;9688;85628
44871;44869;44869;7371;6887
44872;44870;44870;4349;74600
44873;44871;44871;5077;88392
44874;44872;44872;1612;48208
44875;44873;44873;6809;28064
44876;44874;44874;7014;42461
44877;44875;44875;4299;20445
44878;44876;44876;7076;63263
44879;44877;44877;6517;3277
44880;44878;44878;5701;89241
44881;44879;44879;8154;40352
44882;44880;44880;5932;82547
44883;44881;44881;8667;7567
44884;44882;44882;1533;92986
44885;44883;44883;4356;15487
44886;44884;44884;7946;79600
44887;44885;44885;4721;92608
44888;44886;44886;9149;22845
44889;44887;44887;4181;37643
44890;44888;44888;2739;40100
44891;44889;44889;1209;34523
44892;44890;44890;5067;76476
44893;44891;44891;7096;39989
44894;44892;44892;6490;63409
44895;44893;44893;2011;66604
44896;44894;44894;1551;15423
44897;44895;44895;8813;39096
44898;44896;44896;2507;55651
44899;44897;44897;5841;30702
44900;44898;44898;7549;64015
44901;44899;44899;4379;60007
44902;44900;44900;3776;37776
44903;44901;44901;7343;40466
44904;44902;44902;9092;65748
44905;44903;44903;9322;72507
44906;44904;44904;2170;61226
44907;44905;44905;2612;16297
44908;44906;44906;7104;59268
44909;44907;44907;2827;1671
44910;44908;44908;7145;14525
44911;44909;44909;7167;19907
44912;44910;44910;2789;63055
44913;44911;44911;9998;66379
44914;44912;44912;8780;57316
44915;44913;44913;1628;28480
44916;44914;44914;3506;94646
44917;44915;44915;3134;45118
44918;44916;44916;1530;13182
44919;44917;44917;9962;37786
44920;44918;44918;8079;31054
44921;44919;44919;3937;8518
44922;44920;44920;3874;51914
44923;44921;44921;6856;94448
44924;44922;44922;5264;21973
44925;44923;44923;1928;57702
44926;44924;44924;6176;46105
44927;44925;44925;7179;81284
44928;44926;44926;1312;28127
44929;44927;44927;2822;75764
44930;44928;44928;9620;38718
44931;44929;44929;3698;41932
44932;44930;44930;2034;81445
44933;44931;44931;7414;71095
44934;44932;44932;6469;52680
44935;44933;44933;2458;11287
44936;44934;44934;3045;43227
44937;44935;44935;1206;63447
44938;44936;44936;3417;33979
44939;44937;44937;1948;73811
44940;44938;44938;6025;34105
44941;44939;44939;3455;26855
44942;44940;44940;4173;44203
44943;44941;44941;5996;83663
44944;44942;44942;8594;72968
44945;44943;44943;3875;88914
44946;44944;44944;3038;54504
44947;44945;44945;2382;86697
44948;44946;44946;2192;11261
44949;44947;44947;8054;56736
44950;44948;44948;7355;59917
44951;44949;44949;2701;16132
44952;44950;44950;5471;2301
44953;44951;44951;4145;71896
44954;44952;44952;9551;62416
44955;44953;44953;2327;20785
44956;44954;44954;2038;59335
44957;44955;44955;7208;13220
44958;44956;44956;2766;43858
44959;44957;44957;7918;55614
44960;44958;44958;4670;10522
44961;44959;44959;1232;60842
44962;44960;44960;2950;52935
44963;44961;44961;9379;42219
44964;44962;44962;1227;79539
44965;44963;44963;1672;29697
44966;44964;44964;2165;22630
