std_id;std_st_id;std_it_id;std_qtity;std_remainingqtity
43538;43538;43538;9739;1684
43539;43539;43539;5508;9515
43540;43540;43540;3604;7204
43541;43541;43541;1519;7162
43542;43542;43542;2667;4470
43543;43543;43543;3334;659
43544;43544;43544;5081;9728
43545;43545;43545;2033;4461
43546;43546;43546;2521;9100
43547;43547;43547;8958;7206
43548;43548;43548;560;8571
43549;43549;43549;3298;5092
43550;43550;43550;6695;1068
43551;43551;43551;6230;2318
43552;43552;43552;6599;5269
43553;43553;43553;4739;3999
43554;43554;43554;2206;1419
43555;43555;43555;8250;5314
43556;43556;43556;2926;9978
43557;43557;43557;7042;2648
43558;43558;43558;3312;1354
43559;43559;43559;86;3950
43560;43560;43560;925;7487
43561;43561;43561;8186;4517
43562;43562;43562;2815;3173
43563;43563;43563;4037;5183
43564;43564;43564;2243;389
43565;43565;43565;231;1109
43566;43566;43566;8604;2462
43567;43567;43567;5932;3535
43568;43568;43568;5902;9696
43569;43569;43569;9583;2560
43570;43570;43570;914;6453
43571;43571;43571;5784;6115
43572;43572;43572;9098;6164
43573;43573;43573;3799;4543
43574;43574;43574;7931;6114
43575;43575;43575;209;6628
43576;43576;43576;1348;6904
43577;43577;43577;3100;5346
43578;43578;43578;4760;8657
43579;43579;43579;4954;4390
43580;43580;43580;5939;2569
43581;43581;43581;4371;4602
43582;43582;43582;1096;8303
43583;43583;43583;9333;5850
43584;43584;43584;17;3324
43585;43585;43585;9079;8424
43586;43586;43586;1225;2025
43587;43587;43587;1080;6780
43588;43588;43588;2995;8303
43589;43589;43589;6307;363
43590;43590;43590;7023;3477
43591;43591;43591;9111;5098
43592;43592;43592;3847;2057
43593;43593;43593;9466;9754
43594;43594;43594;3976;6582
43595;43595;43595;8258;5799
43596;43596;43596;9278;1180
43597;43597;43597;4290;370
43598;43598;43598;3762;6137
43599;43599;43599;7993;5464
43600;43600;43600;5904;7264
43601;43601;43601;5508;5395
43602;43602;43602;8648;255
43603;43603;43603;2970;4545
43604;43604;43604;3446;6070
43605;43605;43605;5894;8636
43606;43606;43606;3823;9671
43607;43607;43607;3558;8482
43608;43608;43608;6713;3512
43609;43609;43609;4006;7218
43610;43610;43610;3814;1061
43611;43611;43611;3738;205
43612;43612;43612;5252;2735
43613;43613;43613;9733;8127
43614;43614;43614;9985;212
43615;43615;43615;1184;2503
43616;43616;43616;7696;3266
43617;43617;43617;5586;3416
43618;43618;43618;8008;2802
43619;43619;43619;4466;5025
43620;43620;43620;2542;6683
43621;43621;43621;525;9853
43622;43622;43622;6427;5731
43623;43623;43623;3351;548
43624;43624;43624;8745;5834
43625;43625;43625;6862;2070
43626;43626;43626;1735;1316
43627;43627;43627;6693;4367
43628;43628;43628;7068;7907
43629;43629;43629;1263;347
43630;43630;43630;2409;4720
43631;43631;43631;9000;5369
43632;43632;43632;6994;9247
43633;43633;43633;5884;2123
43634;43634;43634;4581;5951
43635;43635;43635;1828;9708
43636;43636;43636;2514;1733
43637;43637;43637;5946;1166
43638;43638;43638;7559;5298
43639;43639;43639;8156;4493
43640;43640;43640;2271;163
43641;43641;43641;5437;74
43642;43642;43642;9315;5284
43643;43643;43643;4274;9399
43644;43644;43644;1184;107
43645;43645;43645;8559;8920
43646;43646;43646;5202;8017
43647;43647;43647;7651;6056
43648;43648;43648;7907;4894
43649;43649;43649;613;6079
43650;43650;43650;6357;956
43651;43651;43651;1100;9845
43652;43652;43652;2648;9041
43653;43653;43653;3699;6984
43654;43654;43654;9634;5942
43655;43655;43655;8080;3158
43656;43656;43656;135;7330
43657;43657;43657;1346;3776
43658;43658;43658;872;3897
43659;43659;43659;7227;7570
43660;43660;43660;9399;8075
43661;43661;43661;7502;7924
43662;43662;43662;2258;7144
43663;43663;43663;7100;7792
43664;43664;43664;8209;7652
43665;43665;43665;5827;2650
43666;43666;43666;9694;6865
43667;43667;43667;4481;1902
43668;43668;43668;724;3053
43669;43669;43669;2490;7457
43670;43670;43670;2664;2433
43671;43671;43671;22;1798
43672;43672;43672;2865;6172
43673;43673;43673;1246;6051
43674;43674;43674;7536;9193
43675;43675;43675;5870;8645
43676;43676;43676;6684;6553
43677;43677;43677;6273;2738
43678;43678;43678;5479;2833
43679;43679;43679;6880;1453
43680;43680;43680;9706;1046
43681;43681;43681;8906;1621
43682;43682;43682;1837;7511
43683;43683;43683;1796;622
43684;43684;43684;3365;2867
43685;43685;43685;5584;195
43686;43686;43686;9477;3234
43687;43687;43687;1938;7713
43688;43688;43688;2159;9967
43689;43689;43689;1559;3356
43690;43690;43690;9139;3281
43691;43691;43691;6164;4168
43692;43692;43692;3338;2275
43693;43693;43693;4508;1138
43694;43694;43694;4043;7220
43695;43695;43695;1464;6859
43696;43696;43696;5385;7516
43697;43697;43697;3598;8714
43698;43698;43698;107;576
43699;43699;43699;4624;4737
43700;43700;43700;7730;9696
43701;43701;43701;5458;1979
43702;43702;43702;4139;7945
43703;43703;43703;3606;9248
43704;43704;43704;8949;1905
43705;43705;43705;9444;695
43706;43706;43706;8022;7435
43707;43707;43707;3417;3110
43708;43708;43708;8936;2711
43709;43709;43709;393;3964
43710;43710;43710;3846;5949
43711;43711;43711;4062;819
43712;43712;43712;7616;8352
43713;43713;43713;5587;94
43714;43714;43714;8998;2234
43715;43715;43715;5165;8018
43716;43716;43716;5904;1236
43717;43717;43717;223;2581
43718;43718;43718;9173;6355
43719;43719;43719;851;7261
43720;43720;43720;9649;9739
43721;43721;43721;8547;2082
43722;43722;43722;7986;274
43723;43723;43723;2326;5240
43724;43724;43724;3067;8785
43725;43725;43725;265;1346
43726;43726;43726;4837;1648
43727;43727;43727;7213;865
43728;43728;43728;1287;8599
43729;43729;43729;7073;533
43730;43730;43730;4080;3408
43731;43731;43731;8446;5573
43732;43732;43732;9389;5879
43733;43733;43733;7370;2443
43734;43734;43734;7764;2211
43735;43735;43735;8605;5530
43736;43736;43736;2408;2278
43737;43737;43737;8786;6689
43738;43738;43738;2610;4967
43739;43739;43739;7646;1440
43740;43740;43740;6291;8531
43741;43741;43741;4144;1516
43742;43742;43742;4099;859
43743;43743;43743;8878;3700
43744;43744;43744;1653;3620
43745;43745;43745;1972;2639
43746;43746;43746;5904;1182
43747;43747;43747;482;3427
43748;43748;43748;4134;7734
43749;43749;43749;3019;1974
43750;43750;43750;4542;912
43751;43751;43751;7014;2686
43752;43752;43752;235;7867
43753;43753;43753;8566;2067
43754;43754;43754;6345;5879
43755;43755;43755;9838;7213
43756;43756;43756;6571;8048
43757;43757;43757;1311;8260
43758;43758;43758;758;5455
43759;43759;43759;5960;3797
43760;43760;43760;5426;578
43761;43761;43761;1802;812
43762;43762;43762;2683;2579
43763;43763;43763;9322;8220
43764;43764;43764;85;2555
43765;43765;43765;7422;7209
43766;43766;43766;949;9699
43767;43767;43767;7430;9099
43768;43768;43768;7363;4461
43769;43769;43769;1459;6262
43770;43770;43770;127;4783
43771;43771;43771;3988;2715
43772;43772;43772;9701;3013
43773;43773;43773;3555;3438
43774;43774;43774;2054;1023
43775;43775;43775;85;3906
43776;43776;43776;4095;8696
43777;43777;43777;6163;5696
43778;43778;43778;1397;9190
43779;43779;43779;178;2981
43780;43780;43780;640;2632
43781;43781;43781;745;9957
43782;43782;43782;3359;188
43783;43783;43783;3347;5157
43784;43784;43784;2528;4556
43785;43785;43785;3710;5892
43786;43786;43786;9134;9041
43787;43787;43787;6816;1408
43788;43788;43788;2215;1306
43789;43789;43789;3559;5947
43790;43790;43790;219;7466
43791;43791;43791;1851;2771
43792;43792;43792;1296;90
43793;43793;43793;6441;1799
43794;43794;43794;5887;3796
43795;43795;43795;1234;2313
43796;43796;43796;8086;2353
43797;43797;43797;2243;7777
43798;43798;43798;3754;4617
43799;43799;43799;8492;4723
43800;43800;43800;3185;7799
43801;43801;43801;681;1915
43802;43802;43802;4078;9434
43803;43803;43803;6800;2613
43804;43804;43804;6349;3135
43805;43805;43805;8355;378
43806;43806;43806;7565;3459
43807;43807;43807;9627;7913
43808;43808;43808;7299;5850
43809;43809;43809;8788;5418
43810;43810;43810;7650;2661
43811;43811;43811;280;4891
43812;43812;43812;7945;5500
43813;43813;43813;3997;5955
43814;43814;43814;6666;9401
43815;43815;43815;9606;9686
43816;43816;43816;1321;4271
43817;43817;43817;4953;4808
43818;43818;43818;5519;4196
43819;43819;43819;8171;4068
43820;43820;43820;1441;6622
43821;43821;43821;9300;7639
43822;43822;43822;8789;4415
43823;43823;43823;3283;3475
43824;43824;43824;2118;9424
43825;43825;43825;8115;5033
43826;43826;43826;9469;4402
43827;43827;43827;9338;6398
43828;43828;43828;8998;4905
43829;43829;43829;1853;5318
43830;43830;43830;6145;3784
43831;43831;43831;9144;142
43832;43832;43832;1306;8401
43833;43833;43833;8119;9360
43834;43834;43834;4477;2465
43835;43835;43835;2561;3425
43836;43836;43836;1704;2099
43837;43837;43837;7032;9528
43838;43838;43838;9028;7430
43839;43839;43839;8917;3527
43840;43840;43840;5948;2307
43841;43841;43841;3994;6702
43842;43842;43842;6694;108
43843;43843;43843;9485;6484
43844;43844;43844;1918;1017
43845;43845;43845;2514;1826
43846;43846;43846;4544;4507
43847;43847;43847;647;6655
43848;43848;43848;3795;1688
43849;43849;43849;3353;6212
43850;43850;43850;4971;2069
43851;43851;43851;8634;203
43852;43852;43852;4686;72
43853;43853;43853;4550;326
43854;43854;43854;5531;9596
43855;43855;43855;9666;3989
43856;43856;43856;8598;4797
43857;43857;43857;5079;9875
43858;43858;43858;9680;416
43859;43859;43859;9022;1270
43860;43860;43860;2583;4091
43861;43861;43861;4023;5244
43862;43862;43862;1347;9795
43863;43863;43863;8060;1711
43864;43864;43864;2610;9901
43865;43865;43865;3063;1998
43866;43866;43866;1577;3535
43867;43867;43867;3217;4845
43868;43868;43868;4540;8442
43869;43869;43869;9202;8282
43870;43870;43870;4544;264
43871;43871;43871;4556;5188
43872;43872;43872;1885;1973
43873;43873;43873;1902;5155
43874;43874;43874;1307;3216
43875;43875;43875;9687;3770
43876;43876;43876;9387;2984
43877;43877;43877;1168;5901
43878;43878;43878;9112;3486
43879;43879;43879;5970;7603
43880;43880;43880;6725;2973
43881;43881;43881;5322;3140
43882;43882;43882;4164;2760
43883;43883;43883;4087;9840
43884;43884;43884;4122;5588
43885;43885;43885;5042;9740
43886;43886;43886;5102;9754
43887;43887;43887;7127;1026
43888;43888;43888;2205;2301
43889;43889;43889;3051;4985
43890;43890;43890;6492;865
43891;43891;43891;8114;3197
43892;43892;43892;7991;2878
43893;43893;43893;6201;9191
43894;43894;43894;439;412
43895;43895;43895;3076;2702
43896;43896;43896;675;2069
43897;43897;43897;2879;5179
43898;43898;43898;22;7147
43899;43899;43899;2088;8148
43900;43900;43900;1661;4126
43901;43901;43901;6974;4934
43902;43902;43902;6196;603
43903;43903;43903;2561;5424
43904;43904;43904;4838;6622
43905;43905;43905;7360;404
43906;43906;43906;881;7936
43907;43907;43907;9647;8185
43908;43908;43908;8125;1209
43909;43909;43909;6570;7840
43910;43910;43910;6659;1632
43911;43911;43911;316;2683
43912;43912;43912;6372;2111
43913;43913;43913;1286;5906
43914;43914;43914;8384;7049
43915;43915;43915;4023;4302
43916;43916;43916;7122;7047
43917;43917;43917;5910;4178
43918;43918;43918;8129;4452
43919;43919;43919;7107;1824
43920;43920;43920;7993;7564
43921;43921;43921;6643;1681
43922;43922;43922;6731;257
43923;43923;43923;9522;379
43924;43924;43924;4703;548
43925;43925;43925;1182;1477
43926;43926;43926;3579;8727
43927;43927;43927;768;1067
43928;43928;43928;1447;9037
43929;43929;43929;1813;5283
43930;43930;43930;2879;9494
43931;43931;43931;5159;3788
43932;43932;43932;4194;4826
43933;43933;43933;4905;4178
43934;43934;43934;6647;7439
43935;43935;43935;372;4283
43936;43936;43936;7374;7027
43937;43937;43937;7288;9056
43938;43938;43938;3648;6271
43939;43939;43939;7165;4412
43940;43940;43940;860;4975
43941;43941;43941;4560;7500
43942;43942;43942;3046;7655
43943;43943;43943;9650;2786
43944;43944;43944;7566;7333
43945;43945;43945;5492;3446
43946;43946;43946;8903;6103
43947;43947;43947;2222;662
43948;43948;43948;6488;3574
43949;43949;43949;6248;2138
43950;43950;43950;8416;3821
43951;43951;43951;7754;3187
43952;43952;43952;1243;6500
43953;43953;43953;2875;1528
43954;43954;43954;5108;1728
43955;43955;43955;497;1466
43956;43956;43956;3156;521
43957;43957;43957;6260;2637
43958;43958;43958;6187;6521
43959;43959;43959;9395;2791
43960;43960;43960;2958;4796
43961;43961;43961;2190;7608
43962;43962;43962;1374;5464
43963;43963;43963;1266;8120
43964;43964;43964;31;9557
43965;43965;43965;6760;2652
43966;43966;43966;3576;248
43967;43967;43967;596;9125
43968;43968;43968;2546;2713
43969;43969;43969;8232;359
43970;43970;43970;4018;1816
43971;43971;43971;1772;1709
43972;43972;43972;8646;5296
43973;43973;43973;7719;9390
43974;43974;43974;635;7829
43975;43975;43975;973;5871
43976;43976;43976;9012;3802
43977;43977;43977;6804;1337
43978;43978;43978;692;5866
43979;43979;43979;1303;5260
43980;43980;43980;9096;6999
43981;43981;43981;5120;7573
43982;43982;43982;4326;6043
43983;43983;43983;2402;9503
43984;43984;43984;5579;961
43985;43985;43985;3832;7924
43986;43986;43986;7562;5295
43987;43987;43987;6732;4398
43988;43988;43988;4326;6845
43989;43989;43989;8767;5529
43990;43990;43990;5565;1537
43991;43991;43991;6935;3845
43992;43992;43992;4057;1223
43993;43993;43993;5333;6079
43994;43994;43994;5018;3173
43995;43995;43995;3392;4132
43996;43996;43996;8479;100
43997;43997;43997;895;4468
43998;43998;43998;9519;8228
43999;43999;43999;4537;2890
44000;44000;44000;8341;7674
44001;44001;44001;8378;3668
44002;44002;44002;6735;1714
44003;44003;44003;9958;1767
44004;44004;44004;5255;9854
44005;44005;44005;7630;4378
44006;44006;44006;7250;580
44007;44007;44007;9713;9071
44008;44008;44008;2664;1958
44009;44009;44009;5863;1499
44010;44010;44010;8767;8346
44011;44011;44011;4942;5125
44012;44012;44012;1933;9649
44013;44013;44013;884;6408
44014;44014;44014;4351;2313
44015;44015;44015;340;1849
44016;44016;44016;407;7367
44017;44017;44017;8937;9582
44018;44018;44018;2367;7234
44019;44019;44019;8164;7981
44020;44020;44020;6630;1118
44021;44021;44021;7915;3983
44022;44022;44022;3171;5556
44023;44023;44023;9408;4189
44024;44024;44024;801;5579
44025;44025;44025;9177;5410
44026;44026;44026;8030;8096
44027;44027;44027;4417;5997
44028;44028;44028;627;2753
44029;44029;44029;9129;9750
44030;44030;44030;8033;2876
44031;44031;44031;7095;7980
44032;44032;44032;7521;8212
44033;44033;44033;6016;8807
44034;44034;44034;8710;63
44035;44035;44035;6858;3804
44036;44036;44036;8025;3751
44037;44037;44037;3888;6866
44038;44038;44038;7102;1547
44039;44039;44039;1597;1234
44040;44040;44040;1765;3458
44041;44041;44041;5410;4753
44042;44042;44042;599;885
44043;44043;44043;9366;3702
44044;44044;44044;34;5317
44045;44045;44045;6646;1311
44046;44046;44046;8304;8544
44047;44047;44047;630;1483
44048;44048;44048;3779;7664
44049;44049;44049;2133;8386
44050;44050;44050;8419;3722
44051;44051;44051;1304;24
44052;44052;44052;7006;489
44053;44053;44053;3852;6739
44054;44054;44054;2998;4879
44055;44055;44055;7449;6769
44056;44056;44056;5275;4759
44057;44057;44057;1118;9595
44058;44058;44058;5510;591
44059;44059;44059;1263;2454
44060;44060;44060;7963;8082
44061;44061;44061;2022;3554
44062;44062;44062;1078;7018
44063;44063;44063;2131;1826
44064;44064;44064;4078;9877
44065;44065;44065;4044;7095
44066;44066;44066;4903;2340
44067;44067;44067;3645;4720
44068;44068;44068;5787;6446
44069;44069;44069;8638;843
44070;44070;44070;68;8404
44071;44071;44071;115;2540
44072;44072;44072;4500;6224
44073;44073;44073;2727;8964
44074;44074;44074;8528;1438
44075;44075;44075;2547;1167
44076;44076;44076;3611;9197
44077;44077;44077;2990;1169
44078;44078;44078;7713;5275
44079;44079;44079;4379;2186
44080;44080;44080;6991;311
44081;44081;44081;1902;8819
44082;44082;44082;8647;8226
44083;44083;44083;430;6638
44084;44084;44084;7014;2323
44085;44085;44085;7551;4853
44086;44086;44086;4022;6317
44087;44087;44087;6264;7734
44088;44088;44088;5567;3441
44089;44089;44089;4468;6900
44090;44090;44090;6897;9290
44091;44091;44091;9725;4606
44092;44092;44092;5346;4412
44093;44093;44093;5487;5724
44094;44094;44094;7953;1527
44095;44095;44095;6397;4034
44096;44096;44096;4648;1023
44097;44097;44097;7642;446
44098;44098;44098;370;1766
44099;44099;44099;6420;875
44100;44100;44100;5974;8226
44101;44101;44101;7713;5699
44102;44102;44102;4414;6484
44103;44103;44103;4921;196
44104;44104;44104;6827;2561
44105;44105;44105;1238;6937
44106;44106;44106;9472;4219
44107;44107;44107;1230;4761
44108;44108;44108;3697;7324
44109;44109;44109;2470;2940
44110;44110;44110;8272;3044
44111;44111;44111;4129;7068
44112;44112;44112;952;6423
44113;44113;44113;1382;7051
44114;44114;44114;1181;5005
44115;44115;44115;9105;4376
44116;44116;44116;7817;5464
44117;44117;44117;9735;4271
44118;44118;44118;5577;3269
44119;44119;44119;4844;2867
44120;44120;44120;3777;6414
44121;44121;44121;1737;3832
44122;44122;44122;6693;4752
44123;44123;44123;6717;6514
44124;44124;44124;9221;8151
44125;44125;44125;5581;2367
44126;44126;44126;9392;2868
44127;44127;44127;6787;9682
44128;44128;44128;2831;1444
44129;44129;44129;1217;3235
44130;44130;44130;5242;2074
44131;44131;44131;5531;3733
44132;44132;44132;9177;713
44133;44133;44133;3108;8112
44134;44134;44134;424;6555
44135;44135;44135;3805;105
44136;44136;44136;4966;245
44137;44137;44137;2895;4506
44138;44138;44138;8527;963
44139;44139;44139;6441;2722
44140;44140;44140;2490;1798
44141;44141;44141;6294;3920
44142;44142;44142;5432;4366
44143;44143;44143;3331;6616
44144;44144;44144;255;9433
44145;44145;44145;4711;3383
44146;44146;44146;7553;4418
44147;44147;44147;7834;4921
44148;44148;44148;2252;629
44149;44149;44149;9263;2952
44150;44150;44150;8815;1034
44151;44151;44151;3297;1442
44152;44152;44152;7920;8219
44153;44153;44153;8922;9096
44154;44154;44154;7157;5292
44155;44155;44155;1207;1280
44156;44156;44156;1431;6669
44157;44157;44157;4510;6023
44158;44158;44158;4695;1429
44159;44159;44159;2273;8396
44160;44160;44160;9451;5227
44161;44161;44161;9808;6216
44162;44162;44162;7398;2050
44163;44163;44163;5486;969
44164;44164;44164;4204;9906
44165;44165;44165;1522;4109
44166;44166;44166;1998;9670
44167;44167;44167;3523;5436
44168;44168;44168;9567;3427
44169;44169;44169;5415;4606
44170;44170;44170;5640;3531
44171;44171;44171;8892;3195
44172;44172;44172;4583;4081
44173;44173;44173;9541;9441
44174;44174;44174;112;9895
44175;44175;44175;8730;8701
44176;44176;44176;9246;2967
44177;44177;44177;3920;776
44178;44178;44178;1828;5558
44179;44179;44179;6977;833
44180;44180;44180;4433;9590
44181;44181;44181;4481;1770
44182;44182;44182;1107;3814
44183;44183;44183;8085;1333
44184;44184;44184;6324;7726
44185;44185;44185;6797;2446
44186;44186;44186;568;9591
44187;44187;44187;2898;8916
44188;44188;44188;7974;2377
44189;44189;44189;474;2850
44190;44190;44190;6756;9703
44191;44191;44191;7046;4905
44192;44192;44192;6034;5688
44193;44193;44193;8044;2288
44194;44194;44194;1867;6073
44195;44195;44195;602;9550
44196;44196;44196;4420;178
44197;44197;44197;9166;472
44198;44198;44198;9586;3483
44199;44199;44199;2477;5569
44200;44200;44200;5617;5514
44201;44201;44201;9965;6154
44202;44202;44202;6249;3193
44203;44203;44203;2658;5984
44204;44204;44204;3269;3686
44205;44205;44205;9162;8875
44206;44206;44206;2964;2930
44207;44207;44207;7560;3854
44208;44208;44208;9710;6351
44209;44209;44209;4001;9244
44210;44210;44210;2299;8222
44211;44211;44211;9892;7102
44212;44212;44212;9558;6875
44213;44213;44213;6830;370
44214;44214;44214;2952;4932
44215;44215;44215;7540;6006
44216;44216;44216;2665;7707
44217;44217;44217;9574;4863
44218;44218;44218;3700;6595
44219;44219;44219;3602;6934
44220;44220;44220;7963;7856
44221;44221;44221;1157;9197
44222;44222;44222;4056;7439
44223;44223;44223;92;3560
44224;44224;44224;1476;8170
44225;44225;44225;5006;45
44226;44226;44226;6431;2312
44227;44227;44227;3223;901
44228;44228;44228;7442;1018
44229;44229;44229;822;606
44230;44230;44230;7844;8489
44231;44231;44231;3246;6584
44232;44232;44232;31;5879
44233;44233;44233;4593;5728
44234;44234;44234;6243;5201
44235;44235;44235;7487;5495
44236;44236;44236;8215;6096
44237;44237;44237;3438;601
44238;44238;44238;1714;1682
44239;44239;44239;5125;7649
44240;44240;44240;5442;9035
44241;44241;44241;2721;6861
44242;44242;44242;5416;2426
44243;44243;44243;8727;7163
44244;44244;44244;4395;3881
44245;44245;44245;8663;3594
44246;44246;44246;9738;1898
44247;44247;44247;2274;6954
44248;44248;44248;5888;5996
44249;44249;44249;3367;2539
44250;44250;44250;8844;3489
44251;44251;44251;5424;2542
44252;44252;44252;7586;8142
44253;44253;44253;1110;7150
44254;44254;44254;8279;1223
44255;44255;44255;122;6531
44256;44256;44256;4831;2394
44257;44257;44257;1504;177
44258;44258;44258;2829;8735
44259;44259;44259;5889;9036
44260;44260;44260;226;7234
44261;44261;44261;2207;319
44262;44262;44262;7040;3250
44263;44263;44263;5350;4685
44264;44264;44264;4091;7897
44265;44265;44265;181;3129
44266;44266;44266;6523;8624
44267;44267;44267;3814;1632
44268;44268;44268;8336;3429
44269;44269;44269;9355;2192
44270;44270;44270;2932;8031
44271;44271;44271;2781;3203
44272;44272;44272;3963;5565
44273;44273;44273;8735;4436
44274;44274;44274;6000;3411
44275;44275;44275;3630;2447
44276;44276;44276;9259;7945
44277;44277;44277;5814;1197
44278;44278;44278;7840;5387
44279;44279;44279;9147;9034
44280;44280;44280;2378;7092
44281;44281;44281;6059;7436
44282;44282;44282;70;9368
44283;44283;44283;9057;7061
44284;44284;44284;6949;4519
44285;44285;44285;4121;4320
44286;44286;44286;1224;9537
44287;44287;44287;5822;5617
44288;44288;44288;4183;986
44289;44289;44289;4614;8985
44290;44290;44290;4047;2868
44291;44291;44291;7258;5458
44292;44292;44292;2167;1468
44293;44293;44293;9885;951
44294;44294;44294;1055;2739
44295;44295;44295;635;7993
44296;44296;44296;3352;5015
44297;44297;44297;7089;391
44298;44298;44298;5625;114
44299;44299;44299;3596;6290
44300;44300;44300;6804;6656
44301;44301;44301;4324;8628
44302;44302;44302;1254;7210
44303;44303;44303;6343;3750
44304;44304;44304;8637;1306
44305;44305;44305;6674;6945
44306;44306;44306;4878;5751
44307;44307;44307;254;8813
44308;44308;44308;6502;6323
44309;44309;44309;9491;7345
44310;44310;44310;1293;6032
44311;44311;44311;2898;7893
44312;44312;44312;4816;3841
44313;44313;44313;1043;8531
44314;44314;44314;3212;3796
44315;44315;44315;3100;8237
44316;44316;44316;3482;9784
44317;44317;44317;244;7333
44318;44318;44318;57;6706
44319;44319;44319;5660;2530
44320;44320;44320;7835;7574
44321;44321;44321;3726;6763
44322;44322;44322;7620;4236
44323;44323;44323;8455;3836
44324;44324;44324;600;37
44325;44325;44325;5269;16
44326;44326;44326;8349;8965
44327;44327;44327;7323;404
44328;44328;44328;9201;9827
44329;44329;44329;9722;9765
44330;44330;44330;7334;9381
44331;44331;44331;3442;415
44332;44332;44332;4414;4129
44333;44333;44333;4244;4519
44334;44334;44334;3983;2895
44335;44335;44335;2809;1161
44336;44336;44336;9635;319
44337;44337;44337;157;1717
44338;44338;44338;2533;7230
44339;44339;44339;818;2896
44340;44340;44340;7625;9668
44341;44341;44341;1032;3887
44342;44342;44342;512;1484
44343;44343;44343;4004;3220
44344;44344;44344;5976;6893
44345;44345;44345;88;4010
44346;44346;44346;432;4686
44347;44347;44347;3534;9911
44348;44348;44348;3042;404
44349;44349;44349;8097;4020
44350;44350;44350;9662;7588
44351;44351;44351;8441;3225
44352;44352;44352;6037;1050
44353;44353;44353;1730;8048
44354;44354;44354;6325;2142
44355;44355;44355;1697;3551
44356;44356;44356;6461;7144
44357;44357;44357;5081;7702
44358;44358;44358;7972;6406
44359;44359;44359;3321;1556
44360;44360;44360;2435;971
44361;44361;44361;6767;6789
44362;44362;44362;8609;5308
44363;44363;44363;636;2673
44364;44364;44364;635;6224
44365;44365;44365;9814;6725
44366;44366;44366;6115;179
44367;44367;44367;8866;8585
44368;44368;44368;6655;9957
44369;44369;44369;3963;8071
44370;44370;44370;8646;8126
44371;44371;44371;5122;3882
44372;44372;44372;7096;6555
44373;44373;44373;4213;6789
44374;44374;44374;6550;2169
44375;44375;44375;1484;9176
44376;44376;44376;7987;8204
44377;44377;44377;460;1739
44378;44378;44378;2305;1613
44379;44379;44379;2320;4445
44380;44380;44380;1992;8844
44381;44381;44381;3267;273
44382;44382;44382;2523;1440
44383;44383;44383;5536;8985
44384;44384;44384;4556;6909
44385;44385;44385;4182;8445
44386;44386;44386;7794;6348
44387;44387;44387;4701;7649
44388;44388;44388;2916;8240
44389;44389;44389;820;3317
44390;44390;44390;5550;9518
44391;44391;44391;6405;5491
44392;44392;44392;2618;4465
44393;44393;44393;2242;8030
44394;44394;44394;8151;3517
44395;44395;44395;7268;3581
44396;44396;44396;6665;8425
44397;44397;44397;3521;5658
44398;44398;44398;4104;7705
44399;44399;44399;343;1654
44400;44400;44400;7757;6859
44401;44401;44401;2949;6448
44402;44402;44402;5647;6156
44403;44403;44403;3175;9921
44404;44404;44404;8107;9954
44405;44405;44405;3168;4825
44406;44406;44406;6624;1307
44407;44407;44407;5964;631
44408;44408;44408;5363;9924
44409;44409;44409;4456;3912
44410;44410;44410;2376;2779
44411;44411;44411;7765;5616
44412;44412;44412;5919;9102
44413;44413;44413;4633;7513
44414;44414;44414;1060;8148
44415;44415;44415;8008;9817
44416;44416;44416;8610;4873
44417;44417;44417;4305;6184
44418;44418;44418;8575;5375
44419;44419;44419;3017;9606
44420;44420;44420;7435;9488
44421;44421;44421;861;8436
44422;44422;44422;4442;1709
44423;44423;44423;8475;8011
44424;44424;44424;6381;1558
44425;44425;44425;1633;4876
44426;44426;44426;4228;6096
44427;44427;44427;1566;7562
44428;44428;44428;1172;8765
44429;44429;44429;2003;9018
44430;44430;44430;5684;338
44431;44431;44431;1282;6729
44432;44432;44432;6320;3516
44433;44433;44433;5316;5540
44434;44434;44434;2889;5455
44435;44435;44435;8221;5860
44436;44436;44436;9400;682
44437;44437;44437;1558;9931
44438;44438;44438;5131;5926
44439;44439;44439;3688;8629
44440;44440;44440;878;7244
44441;44441;44441;2779;5591
44442;44442;44442;9686;9951
44443;44443;44443;7786;4773
44444;44444;44444;1177;4370
44445;44445;44445;7927;5784
44446;44446;44446;620;9825
44447;44447;44447;7195;4037
44448;44448;44448;7181;4418
44449;44449;44449;8450;9335
44450;44450;44450;3603;6063
44451;44451;44451;3591;6056
44452;44452;44452;9996;8612
44453;44453;44453;1177;4798
44454;44454;44454;3243;4627
44455;44455;44455;5203;268
44456;44456;44456;3687;8635
44457;44457;44457;7648;937
44458;44458;44458;132;3910
44459;44459;44459;7035;3109
44460;44460;44460;9798;3029
44461;44461;44461;4799;2957
44462;44462;44462;1088;1255
44463;44463;44463;3775;4656
44464;44464;44464;5914;5677
44465;44465;44465;5108;1421
44466;44466;44466;2110;422
44467;44467;44467;9515;8366
44468;44468;44468;9295;6685
44469;44469;44469;9387;8148
44470;44470;44470;4575;8520
44471;44471;44471;1642;2535
44472;44472;44472;9825;3013
44473;44473;44473;3075;9961
44474;44474;44474;5016;7377
44475;44475;44475;4480;1738
44476;44476;44476;7638;29
44477;44477;44477;9760;7765
44478;44478;44478;9743;9168
44479;44479;44479;5627;4738
44480;44480;44480;529;8493
