pod_id;pod_po_id;pod_it_id;pod_qtity;pod_remainingqtity
65874;65874;65874;720;2187
65875;65875;65875;2883;1299
65876;65876;65876;1883;4335
65877;65877;65877;3196;9696
65878;65878;65878;1819;7283
65879;65879;65879;3142;4163
65880;65880;65880;102;2740
65881;65881;65881;7110;3291
65882;65882;65882;1697;726
65883;65883;65883;6836;5088
65884;65884;65884;5335;7083
65885;65885;65885;7192;5291
65886;65886;65886;2471;6823
65887;65887;65887;822;7828
65888;65888;65888;2393;6589
65889;65889;65889;4553;214
65890;65890;65890;888;1526
65891;65891;65891;4913;7008
65892;65892;65892;496;9411
65893;65893;65893;3072;2430
65894;65894;65894;9840;7290
65895;65895;65895;4887;9849
65896;65896;65896;174;6219
65897;65897;65897;7550;6533
65898;65898;65898;3995;6133
65899;65899;65899;7351;657
65900;65900;65900;9721;8429
65901;65901;65901;9467;7999
65902;65902;65902;5126;6677
65903;65903;65903;186;382
65904;65904;65904;8648;5573
65905;65905;65905;3270;9555
65906;65906;65906;4507;6684
65907;65907;65907;5186;4606
65908;65908;65908;9848;8774
65909;65909;65909;3815;4055
65910;65910;65910;8978;3966
65911;65911;65911;2761;5397
65912;65912;65912;3816;6928
65913;65913;65913;1397;5336
65914;65914;65914;6973;7866
65915;65915;65915;4090;7723
65916;65916;65916;2416;490
65917;65917;65917;8680;1204
65918;65918;65918;5480;2557
65919;65919;65919;4347;8107
65920;65920;65920;2460;8122
65921;65921;65921;8658;5978
65922;65922;65922;6311;1376
65923;65923;65923;7554;1801
65924;65924;65924;2210;3035
65925;65925;65925;3927;6163
65926;65926;65926;694;8009
65927;65927;65927;5504;8741
65928;65928;65928;5610;534
65929;65929;65929;4934;838
65930;65930;65930;2071;3640
65931;65931;65931;5011;1073
65932;65932;65932;7290;3807
65933;65933;65933;374;697
65934;65934;65934;8448;3426
65935;65935;65935;6489;2671
65936;65936;65936;3383;7838
65937;65937;65937;6340;5125
65938;65938;65938;1370;146
65939;65939;65939;1918;1713
65940;65940;65940;1708;954
65941;65941;65941;4315;4039
65942;65942;65942;6461;7639
65943;65943;65943;1885;3637
65944;65944;65944;6447;2278
65945;65945;65945;5836;7235
65946;65946;65946;2309;8906
65947;65947;65947;6104;8358
65948;65948;65948;4304;4998
65949;65949;65949;2436;89
65950;65950;65950;8974;5675
65951;65951;65951;7792;9832
65952;65952;65952;3021;9454
65953;65953;65953;423;6245
65954;65954;65954;7975;3973
65955;65955;65955;688;4379
65956;65956;65956;2813;5452
65957;65957;65957;9975;5197
65958;65958;65958;6802;6024
65959;65959;65959;3149;1715
65960;65960;65960;8978;7231
65961;65961;65961;895;7564
65962;65962;65962;9207;3715
65963;65963;65963;5434;2183
65964;65964;65964;3647;5135
65965;65965;65965;1596;4752
65966;65966;65966;961;9020
65967;65967;65967;846;3371
65968;65968;65968;7197;9800
65969;65969;65969;2938;4216
65970;65970;65970;337;2720
65971;65971;65971;9605;6403
65972;65972;65972;7063;4972
65973;65973;65973;6025;3316
65974;65974;65974;5898;3450
65975;65975;65975;3817;5971
65976;65976;65976;3145;7630
65977;65977;65977;7904;2724
65978;65978;65978;3979;2290
65979;65979;65979;5833;7964
65980;65980;65980;4689;7766
65981;65981;65981;4106;5735
65982;65982;65982;6919;6260
65983;65983;65983;1208;6586
65984;65984;65984;2887;6069
65985;65985;65985;4405;3410
65986;65986;65986;8476;5848
65987;65987;65987;9571;4670
65988;65988;65988;3100;5736
65989;65989;65989;6938;4355
65990;65990;65990;363;7175
65991;65991;65991;5533;9037
65992;65992;65992;782;6795
65993;65993;65993;15;4007
65994;65994;65994;9938;6890
65995;65995;65995;3167;5339
65996;65996;65996;5649;228
65997;65997;65997;1235;9934
65998;65998;65998;5433;9052
65999;65999;65999;4662;5590
66000;66000;66000;3765;4863
66001;66001;66001;2435;3666
66002;66002;66002;5831;6225
66003;66003;66003;7856;1966
66004;66004;66004;9674;9812
66005;66005;66005;4366;7189
66006;66006;66006;7799;9055
66007;66007;66007;1760;6291
66008;66008;66008;9138;3568
66009;66009;66009;8431;9342
66010;66010;66010;1406;3755
66011;66011;66011;9474;7126
66012;66012;66012;2710;7680
66013;66013;66013;6757;5443
66014;66014;66014;897;5455
66015;66015;66015;375;3180
66016;66016;66016;7565;9243
66017;66017;66017;3189;876
66018;66018;66018;7187;83
66019;66019;66019;1222;9082
66020;66020;66020;163;1745
66021;66021;66021;7542;562
66022;66022;66022;1359;5298
66023;66023;66023;2400;9411
66024;66024;66024;2490;5066
66025;66025;66025;4547;2923
66026;66026;66026;6926;1710
66027;66027;66027;2093;7405
66028;66028;66028;5450;3311
66029;66029;66029;803;438
66030;66030;66030;1569;2105
66031;66031;66031;5962;862
66032;66032;66032;5421;9495
66033;66033;66033;2906;6574
66034;66034;66034;3465;8240
66035;66035;66035;2855;9215
66036;66036;66036;4430;9551
66037;66037;66037;6857;3319
66038;66038;66038;916;9948
66039;66039;66039;4900;472
66040;66040;66040;8827;1185
66041;66041;66041;5779;1586
66042;66042;66042;9807;9296
66043;66043;66043;8813;8003
66044;66044;66044;5028;7733
66045;66045;66045;1977;5252
66046;66046;66046;7721;9115
66047;66047;66047;9415;9838
66048;66048;66048;2859;8238
66049;66049;66049;5025;1842
66050;66050;66050;8441;377
66051;66051;66051;3067;7385
66052;66052;66052;563;9646
66053;66053;66053;7370;6033
66054;66054;66054;1672;6892
66055;66055;66055;3444;6541
66056;66056;66056;8346;5120
66057;66057;66057;1834;1278
66058;66058;66058;3833;1733
66059;66059;66059;4879;8636
66060;66060;66060;5948;8697
66061;66061;66061;410;4626
66062;66062;66062;2463;539
66063;66063;66063;3974;6635
66064;66064;66064;1594;7469
66065;66065;66065;8654;4110
66066;66066;66066;1723;3251
66067;66067;66067;8229;1459
66068;66068;66068;2140;8733
66069;66069;66069;6306;4182
66070;66070;66070;4814;5418
66071;66071;66071;3073;3963
66072;66072;66072;7076;3084
66073;66073;66073;2908;2303
66074;66074;66074;3350;6690
66075;66075;66075;6634;8318
66076;66076;66076;9781;6282
66077;66077;66077;5256;1908
66078;66078;66078;7201;438
66079;66079;66079;4779;8170
66080;66080;66080;1426;782
66081;66081;66081;9949;9538
66082;66082;66082;6982;965
66083;66083;66083;9780;9359
66084;66084;66084;531;8006
66085;66085;66085;5041;7290
66086;66086;66086;3798;5685
66087;66087;66087;549;313
66088;66088;66088;8163;59
66089;66089;66089;8580;891
66090;66090;66090;2801;3753
66091;66091;66091;3408;8073
66092;66092;66092;3682;7384
66093;66093;66093;5969;2424
66094;66094;66094;2659;6097
66095;66095;66095;9146;5613
66096;66096;66096;9078;1145
66097;66097;66097;8069;8612
66098;66098;66098;4045;856
66099;66099;66099;1678;6184
66100;66100;66100;4260;958
66101;66101;66101;2149;1098
66102;66102;66102;8003;1400
66103;66103;66103;4198;8199
66104;66104;66104;2281;7867
66105;66105;66105;2548;9346
66106;66106;66106;3073;3004
66107;66107;66107;7353;5313
66108;66108;66108;7945;5692
66109;66109;66109;41;8921
66110;66110;66110;1782;4493
66111;66111;66111;5140;4740
66112;66112;66112;9139;6580
66113;66113;66113;8306;8804
66114;66114;66114;5194;7720
66115;66115;66115;4974;8799
66116;66116;66116;4572;5766
66117;66117;66117;8451;3214
66118;66118;66118;3315;4908
66119;66119;66119;2442;6649
66120;66120;66120;1407;2199
66121;66121;66121;3459;3781
66122;66122;66122;9089;2380
66123;66123;66123;3844;3720
66124;66124;66124;5484;6516
66125;66125;66125;7152;4108
66126;66126;66126;1994;5866
66127;66127;66127;8431;4788
66128;66128;66128;8619;8476
66129;66129;66129;2044;124
66130;66130;66130;9355;7242
66131;66131;66131;4407;7971
66132;66132;66132;440;3838
66133;66133;66133;9800;2949
66134;66134;66134;2857;9863
66135;66135;66135;7650;3122
66136;66136;66136;9921;7318
66137;66137;66137;6439;9923
66138;66138;66138;6695;5202
66139;66139;66139;9061;6751
66140;66140;66140;2954;1542
66141;66141;66141;6055;7644
66142;66142;66142;6208;2087
66143;66143;66143;6678;2371
66144;66144;66144;3356;5919
66145;66145;66145;6784;8751
66146;66146;66146;4875;3605
66147;66147;66147;5490;4380
66148;66148;66148;2419;81
66149;66149;66149;5633;7768
66150;66150;66150;6186;7804
66151;66151;66151;4047;5358
66152;66152;66152;657;5746
66153;66153;66153;2520;7998
66154;66154;66154;8224;9722
66155;66155;66155;4748;8042
66156;66156;66156;8804;5477
66157;66157;66157;445;9394
66158;66158;66158;4234;8567
66159;66159;66159;3647;8447
66160;66160;66160;8054;64
66161;66161;66161;5970;6427
66162;66162;66162;9169;608
66163;66163;66163;7070;2603
66164;66164;66164;6689;7913
66165;66165;66165;3969;6313
66166;66166;66166;8009;2087
66167;66167;66167;5956;4482
66168;66168;66168;7092;1976
66169;66169;66169;6042;8044
66170;66170;66170;1028;4612
66171;66171;66171;3355;1367
66172;66172;66172;5710;1104
66173;66173;66173;3418;3664
66174;66174;66174;3452;8558
66175;66175;66175;1638;2423
66176;66176;66176;5856;8528
66177;66177;66177;3921;1256
66178;66178;66178;3914;1172
66179;66179;66179;7096;650
66180;66180;66180;2162;6949
66181;66181;66181;4738;1429
66182;66182;66182;3316;8210
66183;66183;66183;9282;4946
66184;66184;66184;8930;3621
66185;66185;66185;6530;1019
66186;66186;66186;6952;2734
66187;66187;66187;5907;1724
66188;66188;66188;9140;4891
66189;66189;66189;2753;4201
66190;66190;66190;3117;3506
66191;66191;66191;3447;8925
66192;66192;66192;8487;9021
66193;66193;66193;2713;131
66194;66194;66194;3548;919
66195;66195;66195;1809;9013
66196;66196;66196;3550;2232
66197;66197;66197;8252;5749
66198;66198;66198;360;9570
66199;66199;66199;9460;5169
66200;66200;66200;3122;803
66201;66201;66201;4132;5669
66202;66202;66202;7131;2509
66203;66203;66203;8331;2978
66204;66204;66204;9614;5644
66205;66205;66205;3208;47
66206;66206;66206;9721;5051
66207;66207;66207;4879;1476
66208;66208;66208;1689;5094
66209;66209;66209;7884;47
66210;66210;66210;6101;4376
66211;66211;66211;9096;8572
66212;66212;66212;7723;3684
66213;66213;66213;8625;5259
66214;66214;66214;9575;5236
66215;66215;66215;6651;2554
66216;66216;66216;3671;5832
66217;66217;66217;2332;1720
66218;66218;66218;410;9399
66219;66219;66219;4774;1148
66220;66220;66220;8570;1622
66221;66221;66221;1609;5832
66222;66222;66222;6426;2093
66223;66223;66223;1509;3890
66224;66224;66224;7526;9610
66225;66225;66225;8538;6257
66226;66226;66226;4979;135
66227;66227;66227;9812;5400
66228;66228;66228;6847;6961
66229;66229;66229;4910;5993
66230;66230;66230;1122;9389
66231;66231;66231;87;3344
66232;66232;66232;4734;6583
66233;66233;66233;4275;2694
66234;66234;66234;1774;4579
66235;66235;66235;8573;9580
66236;66236;66236;8722;7966
66237;66237;66237;7849;6822
66238;66238;66238;9185;1821
66239;66239;66239;7848;5303
66240;66240;66240;3122;6488
66241;66241;66241;4920;2349
66242;66242;66242;5622;3617
66243;66243;66243;4586;536
66244;66244;66244;2276;9331
66245;66245;66245;1740;3536
66246;66246;66246;3669;9460
66247;66247;66247;5603;4772
66248;66248;66248;1665;1845
66249;66249;66249;3538;9019
66250;66250;66250;6568;7733
66251;66251;66251;3087;329
66252;66252;66252;2259;878
66253;66253;66253;679;6500
66254;66254;66254;4854;2263
66255;66255;66255;752;6222
66256;66256;66256;9854;5287
66257;66257;66257;9399;9341
66258;66258;66258;3131;4747
66259;66259;66259;1297;2194
66260;66260;66260;2681;733
66261;66261;66261;373;5260
66262;66262;66262;6666;3852
66263;66263;66263;2560;5712
66264;66264;66264;9092;9839
66265;66265;66265;4239;3859
66266;66266;66266;4339;8549
66267;66267;66267;6921;8407
66268;66268;66268;9178;7188
66269;66269;66269;1048;2455
66270;66270;66270;3816;9921
66271;66271;66271;4904;4017
66272;66272;66272;7315;2653
66273;66273;66273;2537;1529
66274;66274;66274;5147;7999
66275;66275;66275;3911;7218
66276;66276;66276;7428;4400
66277;66277;66277;1355;6202
66278;66278;66278;7387;5808
66279;66279;66279;9584;8012
66280;66280;66280;727;6802
66281;66281;66281;7608;1276
66282;66282;66282;9185;7167
66283;66283;66283;8753;9784
66284;66284;66284;9316;5990
66285;66285;66285;1252;2295
66286;66286;66286;725;3738
66287;66287;66287;9912;2493
66288;66288;66288;4359;5792
66289;66289;66289;6027;7224
66290;66290;66290;1604;7123
66291;66291;66291;9140;6624
66292;66292;66292;5149;1425
66293;66293;66293;3674;8740
66294;66294;66294;8263;435
66295;66295;66295;9318;973
66296;66296;66296;7040;5837
66297;66297;66297;4334;1363
66298;66298;66298;5866;6254
66299;66299;66299;3671;6631
66300;66300;66300;9254;2455
66301;66301;66301;8621;3600
66302;66302;66302;4991;7093
66303;66303;66303;4906;6173
66304;66304;66304;3964;2502
66305;66305;66305;7201;9793
66306;66306;66306;4784;6025
66307;66307;66307;7579;1028
66308;66308;66308;6834;1069
66309;66309;66309;3788;8119
66310;66310;66310;9797;1761
66311;66311;66311;9259;8490
66312;66312;66312;3887;2554
66313;66313;66313;6082;3877
66314;66314;66314;6068;793
66315;66315;66315;8379;9453
66316;66316;66316;8927;8408
66317;66317;66317;8123;8650
66318;66318;66318;1896;2828
66319;66319;66319;198;3615
66320;66320;66320;8536;9954
66321;66321;66321;4413;7339
66322;66322;66322;1734;6175
66323;66323;66323;6946;8562
66324;66324;66324;2979;9190
66325;66325;66325;315;3869
66326;66326;66326;9914;9726
66327;66327;66327;8628;2653
66328;66328;66328;9883;2072
66329;66329;66329;3015;9396
66330;66330;66330;998;9005
66331;66331;66331;5599;4276
66332;66332;66332;1065;915
66333;66333;66333;8337;4579
66334;66334;66334;6267;2481
66335;66335;66335;8947;1568
66336;66336;66336;8449;1600
66337;66337;66337;586;2276
66338;66338;66338;7518;5256
66339;66339;66339;5882;3863
66340;66340;66340;597;91
66341;66341;66341;1206;9039
66342;66342;66342;6998;7687
66343;66343;66343;9981;9686
66344;66344;66344;2832;6003
66345;66345;66345;5103;4765
66346;66346;66346;6302;5203
66347;66347;66347;76;7476
66348;66348;66348;8605;3141
66349;66349;66349;2080;5105
66350;66350;66350;3401;485
66351;66351;66351;6214;1321
66352;66352;66352;5649;1471
66353;66353;66353;1882;2218
66354;66354;66354;4649;1821
66355;66355;66355;2560;5557
66356;66356;66356;3835;7193
66357;66357;66357;6700;657
66358;66358;66358;3724;2829
66359;66359;66359;2375;2308
66360;66360;66360;4829;1981
66361;66361;66361;6067;3947
66362;66362;66362;2241;6837
66363;66363;66363;110;8228
66364;66364;66364;2719;5341
66365;66365;66365;4659;89
66366;66366;66366;1327;5910
66367;66367;66367;5874;1356
66368;66368;66368;9560;5668
66369;66369;66369;6506;4202
66370;66370;66370;6876;6918
66371;66371;66371;7033;1320
66372;66372;66372;2490;4087
66373;66373;66373;9971;8853
66374;66374;66374;2574;734
66375;66375;66375;9892;5376
66376;66376;66376;6446;4466
66377;66377;66377;6252;9761
66378;66378;66378;7306;4157
66379;66379;66379;6671;1270
66380;66380;66380;9975;2892
66381;66381;66381;7475;8311
66382;66382;66382;5438;7704
66383;66383;66383;7985;4479
66384;66384;66384;4433;7615
66385;66385;66385;3741;4608
66386;66386;66386;7147;6201
66387;66387;66387;7742;9339
66388;66388;66388;546;3455
66389;66389;66389;8823;4854
66390;66390;66390;8394;1045
66391;66391;66391;232;2281
66392;66392;66392;4242;4328
66393;66393;66393;2131;9119
66394;66394;66394;7541;8777
66395;66395;66395;1902;9604
66396;66396;66396;2515;124
66397;66397;66397;2469;5765
66398;66398;66398;2670;4345
66399;66399;66399;9563;6131
66400;66400;66400;4515;3526
66401;66401;66401;6219;6371
66402;66402;66402;5245;9425
66403;66403;66403;9188;8506
66404;66404;66404;713;4488
66405;66405;66405;4294;544
66406;66406;66406;7415;131
66407;66407;66407;6776;4550
66408;66408;66408;5378;1560
66409;66409;66409;2000;303
66410;66410;66410;5972;5555
66411;66411;66411;7552;6516
66412;66412;66412;9332;1284
66413;66413;66413;1525;7727
66414;66414;66414;8709;4386
66415;66415;66415;9007;6507
66416;66416;66416;8952;6581
66417;66417;66417;5792;6247
66418;66418;66418;8694;7243
66419;66419;66419;6127;4419
66420;66420;66420;1169;8883
66421;66421;66421;5742;2728
66422;66422;66422;9338;5868
66423;66423;66423;7998;6522
66424;66424;66424;6868;5731
66425;66425;66425;5314;6412
66426;66426;66426;335;942
66427;66427;66427;6938;642
66428;66428;66428;1529;3700
66429;66429;66429;8489;2165
66430;66430;66430;4114;2106
66431;66431;66431;3021;5688
66432;66432;66432;3191;8254
66433;66433;66433;7698;6021
66434;66434;66434;9195;5124
66435;66435;66435;633;997
66436;66436;66436;4914;7849
66437;66437;66437;3010;6029
66438;66438;66438;971;7873
66439;66439;66439;7758;9867
66440;66440;66440;5467;9311
66441;66441;66441;1495;8999
66442;66442;66442;4724;729
66443;66443;66443;5452;8151
66444;66444;66444;4041;4715
66445;66445;66445;7978;9272
66446;66446;66446;7572;9675
66447;66447;66447;4477;9917
66448;66448;66448;9293;8503
66449;66449;66449;47;8465
66450;66450;66450;1012;5162
66451;66451;66451;9464;5846
66452;66452;66452;5910;9748
66453;66453;66453;3501;2673
66454;66454;66454;8421;790
66455;66455;66455;3589;710
66456;66456;66456;1674;1827
66457;66457;66457;9844;5302
66458;66458;66458;9443;9429
66459;66459;66459;3486;5195
66460;66460;66460;9575;2648
66461;66461;66461;863;710
66462;66462;66462;825;1949
66463;66463;66463;5523;9101
66464;66464;66464;8819;7129
66465;66465;66465;3332;2209
66466;66466;66466;3144;7011
66467;66467;66467;7541;6795
66468;66468;66468;2690;1106
66469;66469;66469;2559;2911
66470;66470;66470;7586;5442
66471;66471;66471;7198;9090
66472;66472;66472;2858;2357
66473;66473;66473;4643;7548
66474;66474;66474;8682;1883
66475;66475;66475;4912;1804
66476;66476;66476;4313;5047
66477;66477;66477;7520;6550
66478;66478;66478;9593;5838
66479;66479;66479;8450;6965
66480;66480;66480;1284;8524
66481;66481;66481;7045;4607
66482;66482;66482;2061;1749
66483;66483;66483;6718;362
66484;66484;66484;7970;3204
66485;66485;66485;4703;3085
66486;66486;66486;7133;993
66487;66487;66487;641;9076
66488;66488;66488;1021;6722
66489;66489;66489;2731;289
66490;66490;66490;4648;210
66491;66491;66491;6235;283
66492;66492;66492;7502;7597
66493;66493;66493;6332;5350
66494;66494;66494;1393;5674
66495;66495;66495;1668;2452
66496;66496;66496;7222;7728
66497;66497;66497;8762;5776
66498;66498;66498;6804;1577
66499;66499;66499;2234;5770
66500;66500;66500;477;8827
66501;66501;66501;4763;6240
66502;66502;66502;6765;6906
66503;66503;66503;4124;3296
66504;66504;66504;4432;5287
66505;66505;66505;1163;4359
66506;66506;66506;2274;4106
66507;66507;66507;4874;5854
66508;66508;66508;8200;5832
66509;66509;66509;6803;4873
66510;66510;66510;4423;4818
66511;66511;66511;2793;7622
66512;66512;66512;2971;1379
66513;66513;66513;2446;309
66514;66514;66514;6009;2909
66515;66515;66515;4887;3819
66516;66516;66516;2349;8367
66517;66517;66517;9218;4751
66518;66518;66518;2181;3146
66519;66519;66519;80;4667
66520;66520;66520;4894;8299
66521;66521;66521;4177;3080
66522;66522;66522;7270;5268
66523;66523;66523;9848;5030
66524;66524;66524;6246;6669
66525;66525;66525;6925;7551
66526;66526;66526;1005;3500
66527;66527;66527;3581;9641
66528;66528;66528;1113;4755
66529;66529;66529;4741;9730
66530;66530;66530;7216;9381
66531;66531;66531;595;4041
66532;66532;66532;5343;6478
66533;66533;66533;174;1852
66534;66534;66534;5468;6096
66535;66535;66535;889;7784
66536;66536;66536;6360;1510
66537;66537;66537;7679;3944
66538;66538;66538;492;4310
66539;66539;66539;4948;4424
66540;66540;66540;2912;923
66541;66541;66541;4330;1631
66542;66542;66542;6515;456
66543;66543;66543;4904;9181
66544;66544;66544;852;826
66545;66545;66545;4361;2800
66546;66546;66546;6581;4920
66547;66547;66547;202;4618
66548;66548;66548;2795;3701
66549;66549;66549;6018;9204
66550;66550;66550;1586;6628
66551;66551;66551;2206;8589
66552;66552;66552;4627;7885
66553;66553;66553;7526;7938
66554;66554;66554;6891;2940
66555;66555;66555;9300;659
66556;66556;66556;849;46
66557;66557;66557;5388;7929
66558;66558;66558;6677;9291
66559;66559;66559;5198;5076
66560;66560;66560;2177;4976
66561;66561;66561;2248;5920
66562;66562;66562;5029;2181
66563;66563;66563;8762;389
66564;66564;66564;2233;1150
66565;66565;66565;1995;808
66566;66566;66566;4799;2861
66567;66567;66567;5605;6510
66568;66568;66568;4050;3718
66569;66569;66569;252;6778
66570;66570;66570;3877;1696
66571;66571;66571;480;5670
66572;66572;66572;8331;3137
66573;66573;66573;5262;5045
66574;66574;66574;2827;9694
66575;66575;66575;9157;5692
66576;66576;66576;7844;1078
66577;66577;66577;7324;6621
66578;66578;66578;1032;6005
66579;66579;66579;9825;5586
66580;66580;66580;5062;5239
66581;66581;66581;7892;8356
66582;66582;66582;8415;9671
66583;66583;66583;5505;5703
66584;66584;66584;4926;2223
66585;66585;66585;2991;8310
66586;66586;66586;7621;1518
66587;66587;66587;5991;8944
66588;66588;66588;5816;2818
66589;66589;66589;9827;9586
66590;66590;66590;1592;6740
66591;66591;66591;5276;6701
66592;66592;66592;6831;7778
66593;66593;66593;7081;8919
66594;66594;66594;6878;8213
66595;66595;66595;8651;1792
66596;66596;66596;7135;9872
66597;66597;66597;7958;8614
66598;66598;66598;7359;6728
66599;66599;66599;9067;2799
66600;66600;66600;4116;1130
66601;66601;66601;1871;9948
66602;66602;66602;2693;1960
66603;66603;66603;6334;6127
66604;66604;66604;6227;4933
66605;66605;66605;3843;1422
66606;66606;66606;4910;5074
66607;66607;66607;2226;6981
66608;66608;66608;2872;8077
66609;66609;66609;5689;4063
66610;66610;66610;3716;6745
66611;66611;66611;3644;7804
66612;66612;66612;325;8961
66613;66613;66613;1547;7182
66614;66614;66614;7346;4314
66615;66615;66615;8875;8740
66616;66616;66616;6214;111
66617;66617;66617;3191;707
66618;66618;66618;2644;7048
66619;66619;66619;5777;849
66620;66620;66620;4415;5213
66621;66621;66621;671;407
66622;66622;66622;1617;6002
66623;66623;66623;8623;7171
66624;66624;66624;3576;9599
66625;66625;66625;6067;3682
66626;66626;66626;5196;3017
66627;66627;66627;8114;8723
66628;66628;66628;9395;5217
66629;66629;66629;2535;7888
66630;66630;66630;8629;7698
66631;66631;66631;1146;6470
66632;66632;66632;8437;9683
66633;66633;66633;9227;2928
66634;66634;66634;1868;3399
66635;66635;66635;2118;7502
66636;66636;66636;1359;6987
66637;66637;66637;3764;1271
66638;66638;66638;1159;7460
66639;66639;66639;2095;6559
66640;66640;66640;1655;2845
66641;66641;66641;5244;8592
66642;66642;66642;1514;4320
66643;66643;66643;9321;5776
66644;66644;66644;3980;313
66645;66645;66645;6521;7268
66646;66646;66646;7834;2633
66647;66647;66647;1471;2116
66648;66648;66648;9179;8639
66649;66649;66649;4669;7334
66650;66650;66650;3078;9605
66651;66651;66651;3796;1982
66652;66652;66652;1518;9331
66653;66653;66653;8165;1216
66654;66654;66654;7627;7949
66655;66655;66655;5303;8697
66656;66656;66656;2684;4556
66657;66657;66657;6265;9446
66658;66658;66658;3176;9378
66659;66659;66659;804;4560
66660;66660;66660;4198;814
66661;66661;66661;5472;1822
66662;66662;66662;666;6514
66663;66663;66663;8255;1067
66664;66664;66664;4032;7510
66665;66665;66665;4417;5758
66666;66666;66666;1496;9721
66667;66667;66667;6492;720
66668;66668;66668;6367;7612
66669;66669;66669;9033;8871
66670;66670;66670;2419;4653
66671;66671;66671;2472;4060
66672;66672;66672;7720;368
66673;66673;66673;6309;4764
66674;66674;66674;4588;5030
66675;66675;66675;9452;1738
66676;66676;66676;2177;9412
66677;66677;66677;4282;8694
66678;66678;66678;9321;44
66679;66679;66679;6166;4446
66680;66680;66680;4594;7151
66681;66681;66681;9823;9626
66682;66682;66682;2827;8136
66683;66683;66683;9116;4858
66684;66684;66684;8353;2274
66685;66685;66685;4964;7853
66686;66686;66686;7467;605
66687;66687;66687;6516;2606
66688;66688;66688;7616;5229
66689;66689;66689;376;8017
66690;66690;66690;7240;8885
66691;66691;66691;4791;2365
66692;66692;66692;1086;5670
66693;66693;66693;3592;1337
66694;66694;66694;3705;6048
66695;66695;66695;100;1653
66696;66696;66696;1202;1467
66697;66697;66697;8179;3036
66698;66698;66698;9940;1651
66699;66699;66699;4331;8373
66700;66700;66700;9279;6025
66701;66701;66701;4109;6886
66702;66702;66702;421;7361
66703;66703;66703;3181;8751
66704;66704;66704;7653;2443
66705;66705;66705;7228;547
66706;66706;66706;7848;1297
66707;66707;66707;5343;2207
66708;66708;66708;6929;5510
66709;66709;66709;2308;6971
66710;66710;66710;2024;6353
66711;66711;66711;3828;9500
66712;66712;66712;9815;9039
66713;66713;66713;598;4751
66714;66714;66714;8248;3780
66715;66715;66715;4514;5035
66716;66716;66716;6392;2814
66717;66717;66717;780;2979
66718;66718;66718;8187;6647
66719;66719;66719;6303;9008
66720;66720;66720;8345;4586
66721;66721;66721;2839;9667
66722;66722;66722;8056;805
66723;66723;66723;1877;7616
66724;66724;66724;7852;2853
66725;66725;66725;5209;7110
66726;66726;66726;7381;4466
66727;66727;66727;5312;5313
66728;66728;66728;7725;5417
66729;66729;66729;9728;2856
66730;66730;66730;9770;4012
66731;66731;66731;5273;5918
66732;66732;66732;5160;4210
66733;66733;66733;9147;1593
66734;66734;66734;368;7396
66735;66735;66735;4187;9146
66736;66736;66736;456;653
66737;66737;66737;5204;5149
66738;66738;66738;3661;1781
66739;66739;66739;6801;2387
66740;66740;66740;6048;7323
66741;66741;66741;9477;8134
66742;66742;66742;6647;5164
66743;66743;66743;7638;5058
66744;66744;66744;5947;8242
66745;66745;66745;8874;5461
66746;66746;66746;678;6463
66747;66747;66747;8432;7925
66748;66748;66748;4740;9865
66749;66749;66749;519;8571
66750;66750;66750;3274;7718
66751;66751;66751;190;2760
66752;66752;66752;1647;9640
66753;66753;66753;1938;1182
66754;66754;66754;6211;9766
66755;66755;66755;8868;6667
66756;66756;66756;4343;1165
66757;66757;66757;6084;1688
66758;66758;66758;2259;8644
66759;66759;66759;3560;5914
66760;66760;66760;4425;4566
66761;66761;66761;8887;9148
66762;66762;66762;4999;4760
66763;66763;66763;2895;3276
66764;66764;66764;4261;8005
66765;66765;66765;2842;7435
66766;66766;66766;1849;9600
66767;66767;66767;2458;9977
66768;66768;66768;2098;9535
66769;66769;66769;3444;2189
66770;66770;66770;8449;3171
66771;66771;66771;5751;7579
66772;66772;66772;450;341
66773;66773;66773;536;7827
66774;66774;66774;7261;6678
66775;66775;66775;2532;545
66776;66776;66776;7376;6678
66777;66777;66777;9765;2174
66778;66778;66778;762;8603
66779;66779;66779;4058;1525
66780;66780;66780;9632;8944
66781;66781;66781;5195;60
66782;66782;66782;5897;1076
66783;66783;66783;4506;3294
66784;66784;66784;127;908
66785;66785;66785;9989;4721
66786;66786;66786;504;3257
66787;66787;66787;1063;5083
66788;66788;66788;5090;4584
66789;66789;66789;238;5173
66790;66790;66790;8990;7956
66791;66791;66791;9178;3667
66792;66792;66792;817;966
66793;66793;66793;9572;5582
66794;66794;66794;4970;476
66795;66795;66795;1359;9428
66796;66796;66796;6072;9904
66797;66797;66797;968;4275
66798;66798;66798;2014;4133
66799;66799;66799;9808;3171
66800;66800;66800;8489;777
66801;66801;66801;4512;3092
66802;66802;66802;9193;9018
66803;66803;66803;1365;5315
66804;66804;66804;2989;8020
66805;66805;66805;1061;4197
66806;66806;66806;789;3097
66807;66807;66807;2785;4317
66808;66808;66808;1698;3022
66809;66809;66809;7056;2899
66810;66810;66810;8462;5909
66811;66811;66811;3314;3091
66812;66812;66812;1759;2367
66813;66813;66813;9496;5466
66814;66814;66814;6743;6452
66815;66815;66815;5299;7638
66816;66816;66816;1079;6577
